"reg_code"	"name"	"age"	"1925"	"1930"	"1935"	"1940"	"1945"	"1950"	"1955"	"1960"	"1965"	"1970"	"1975"	"1980"	"1985"	"1990"	"1995"	"2000"	"2005"	"2010"	"2015"
664	"Nova Scotia"	"85-89"	0.88772	0.81562	0.88434	0.93366	0.95453	1.15938	1.2756	1.4842	1.628	1.832	1.818	1.794	1.873	2.203	2.586	3.146	3.697	4.305	4.653
664	"Nova Scotia"	"90-94"	0.24691	0.27101	0.26634	0.26548	0.26026	0.30436	0.38438	0.4126	0.5022	0.566	0.863	0.84	0.853	0.892	1.017	1.109	1.134	1.573	1.833
664	"Nova Scotia"	"95-99"	0.05068	0.05026	0.06336	0.04432	0.04664	0.05517	0.07236	0.06882	0.08608	0.1102	0	0	0	0	0	0	0.191	0.256	0.418
664	"Nova Scotia"	"100+"	0.00074	0.00202	0.00688	0.00298	0.00599	0.00528	0.00345	0.00537	0.01171	0.0118	0	0	0	0	0	0	0.008	0	0.019
666	"Ontario"	"0-4"	154.11671	155.73343	151.47507	147.40027	181.72658	239.30164	307.6274	367.77672	390.03641	339.47769	323.045	307.857	326.905	369.197	387.997	360.763	350.347	364.973	365.121
666	"Ontario"	"5-9"	158.74192	166.5337	159.91562	154.95013	154.0748	187.96	266.71999	330.85261	377.80136	403.62802	348.626	327.88	315.979	356.384	383.174	406.8	382.625	367.189	378.789
666	"Ontario"	"10-14"	144.51726	157.40082	171.72493	164.20766	159.10767	163.7337	202.96081	281.73698	336.54712	391.09205	421.294	355.811	336.086	337.34	372.591	404.448	428.464	403.739	379.084
666	"Ontario"	"15-19"	136.83397	156.50931	158.48302	173.47534	166.80795	162.82493	171.99232	209.86055	283.26884	346.54561	410.774	434.833	373.741	369.718	365.578	403.01	440.734	457.003	434.758
666	"Ontario"	"20-24"	120.27535	140.94301	162.32603	159.95809	171.41644	177.89152	183.23315	192.02493	219.26783	309.3549	382.776	415.502	461.772	411.946	383.44	390.413	438.29	455.936	500.601
666	"Ontario"	"25-29"	121.15013	132.9841	143.41754	158.61726	160.92466	181.13424	208.47562	218.6578	205.93631	261.41187	362.647	374.081	423.178	499.811	419.269	404.083	409.599	435.685	469.521
666	"Ontario"	"30-34"	116.66685	126.25042	133.22548	142.64247	157.35864	170.85068	205.20219	233.98356	225.31917	233.32239	296.021	361.049	383.512	463.791	506.178	446.256	437.999	416.694	451.423
666	"Ontario"	"35-39"	115.15014	123.0337	128.47506	135.6422	144.21698	164.92603	191.42574	224.71808	237.00098	238.44538	249.528	292.18	363.694	412.042	468.934	528.056	479.149	441.186	435.11
666	"Ontario"	"40-44"	102.45862	115.28383	123.79206	127.45014	135.74191	148.04246	178.29289	196.61727	222.59099	241.55465	246.805	250.173	291.756	380.84	413.305	483.114	553.63	477.116	448.171
666	"Ontario"	"45-49"	90.34246	104.96712	112.98356	118.38356	124.04191	134.63369	155.00932	179.13425	189.93337	222.51687	241.329	241.203	246.584	297.11	378.691	421.348	497.933	551.56	478.066
666	"Ontario"	"50-54"	76.8337	89.95863	100.96712	108.64192	114.25013	123.32547	135.41726	152.71754	172.80111	184.16309	225.941	234.93	236.951	247.444	289.248	378.286	424.644	496.928	545.698
666	"Ontario"	"55-59"	61.94193	68.78356	80.9841	92.27535	101.45863	105.35835	115.63399	127.81725	141.73587	165.13866	174.079	214.632	228.673	233.696	242.11	283.653	371.618	417.869	487.627
666	"Ontario"	"60-64"	51.92521	56.06685	60.55862	71.97562	82.8504	89.78356	94.26684	103.83397	115.54389	130.94455	157.126	162.502	201.845	219.033	225.455	232.006	276.71	362.009	405.544
666	"Ontario"	"65-69"	38.62521	44.6252	49.45013	54.89206	62.70028	73.86713	80.36685	84.24193	90.84827	101.75752	117.396	139.859	146.94	187.032	201.606	209.867	216.686	261.104	346.463
666	"Ontario"	"70-74"	26.5252	33.61698	36.90001	40.08355	44.66686	52.71698	61.51699	66.25013	68.9521	72.41809	85.265	97.784	117.502	127.179	161.688	177.372	186.141	199.903	241.775
666	"Ontario"	"75-79"	15.99178	18.95013	23.82521	25.47508	27.93342	32.39177	36.94191	42.94191	45.71278	48.36509	53.031	63.368	73.68	91.499	99.253	129.395	146.212	158.678	177.136
666	"Ontario"	"80-84"	8.78729	9.43645	11.60042	13.68942	15.32803	16.98912	19.78056	22.645	26.675	28.71344	29.473	33.327	40.722	49.009	61.024	67.681	94.308	109.192	125.355
666	"Ontario"	"85-89"	3.32626	3.45171	3.96225	4.88268	5.63933	6.62066	7.5024	8.81156	10.259	12.537	13.601	14.582	17.047	21.835	25.456	31.082	39.122	56.532	71.472
666	"Ontario"	"90-94"	0.93031	0.91571	0.96741	1.12282	1.31874	1.55244	1.96486	2.4054	2.76956	3.136	5.567	6.304	6.86	8.285	9.888	10.918	11.531	16.503	26.757
666	"Ontario"	"95-99"	0.18567	0.1474	0.1678	0.18659	0.19342	0.2158	0.30473	0.36274	0.48215	0.47621	0	0	0	0	0	0	2.126	2.723	4.494
666	"Ontario"	"100+"	0.02475	0.02318	0.01353	0.02066	0.01446	0.02539	0.02747	0.04231	0.05129	0.06479	0	0	0	0	0	0	0.199	0.261	0.219
667	"Prince Edward Island"	"0-4"	4.8	4.7	4.6	4.85835	4.57507	6.21671	6.44165	6.45835	6.83096	5.39351	5.141	5.002	4.879	4.967	4.698	4.078	3.451	3.602	3.695
667	"Prince Edward Island"	"5-9"	4.8	4.8	4.7	4.7	4.64163	5.19999	6.01671	6.24164	6.59959	6.58705	5.496	5.314	5.038	4.991	5.127	4.718	4.216	3.727	4.013
667	"Prince Edward Island"	"10-14"	4.69999	4.8	4.69999	4.84165	4.64164	4.55835	4.99999	5.8167	6.11957	6.3695	6.96	5.745	5.395	5.156	5.114	5.127	4.829	4.472	4.006
667	"Prince Edward Island"	"15-19"	4.25837	4.59999	4.69999	4.7	4.5	4.34164	4.24164	4.41671	5.15331	5.73182	6.293	6.875	5.727	5.305	5.151	5.14	5.083	5.005	4.754
667	"Prince Edward Island"	"20-24"	3.35835	3.75835	4.45836	4.6	4.28329	3.7833	3.24165	3.25835	3.30008	4.48493	4.994	5.436	6.209	4.864	4.864	4.442	4.671	4.647	4.909
667	"Prince Edward Island"	"25-29"	2.74165	2.8	3.63344	3.99999	3.8	3.4	2.94165	2.85835	3.01572	3.05784	4.704	4.792	5.25	5.415	4.503	4.177	3.952	3.968	3.922
667	"Prince Edward Island"	"30-34"	2.3	2.6	2.65835	3.27507	3.35835	3.05836	2.94165	2.65836	2.96949	2.86915	3.313	4.849	4.798	5.174	5.352	4.363	4.259	3.907	3.924
667	"Prince Edward Island"	"35-39"	2.40001	2.7	2.6	2.6	2.85836	3.05835	3.04164	2.8	2.84231	2.80508	3.071	3.505	4.811	4.853	5.245	5.43	4.559	4.334	4.103
667	"Prince Edward Island"	"40-44"	2.25836	2.3	2.55835	2.6	2.30001	2.75835	3	2.85835	2.88174	2.67239	2.875	3.124	3.531	4.783	4.896	5.266	5.577	4.705	4.49
667	"Prince Edward Island"	"45-49"	2.10001	2.3	2.2	2.45835	2.30001	2.25836	2.7	2.75835	2.79606	2.70783	2.704	2.872	3.034	3.41	4.738	4.88	5.18	5.707	5.108
667	"Prince Edward Island"	"50-54"	1.99999	2.1	2.2	2.10001	2.25835	2.15836	2.34165	2.45836	2.73758	2.63408	2.632	2.654	2.843	2.991	3.417	4.828	4.877	5.436	5.888
667	"Prince Edward Island"	"55-59"	1.84165	1.8	2	2.00001	1.9	2	2.1	2.1	2.38893	2.6005	2.575	2.592	2.663	2.779	2.975	3.446	4.827	5.055	5.427
667	"Prince Edward Island"	"60-64"	1.5	1.6	1.7	1.75835	1.75836	1.65836	1.9	1.95836	1.93375	2.18117	2.503	2.455	2.488	2.563	2.67	2.936	3.48	4.9	5.009
667	"Prince Edward Island"	"65-69"	1.60001	1.6	1.5	1.5	1.5	1.55836	1.7	1.70001	1.87558	1.79134	2.012	2.319	2.288	2.318	2.341	2.512	2.809	3.299	4.774
667	"Prince Edward Island"	"70-74"	1.1	1.2	1.3	1.3	1.2	1.2	1.5	1.4	1.52158	1.5405	1.522	1.703	1.959	1.932	1.962	2.013	2.26	2.525	3.109
667	"Prince Edward Island"	"75-79"	0.8	0.9	0.9	0.9	0.9	0.9	1	1	1.08866	1.14324	1.175	1.191	1.331	1.523	1.445	1.528	1.638	1.855	2.149
667	"Prince Edward Island"	"80-84"	0.4187	0.42656	0.49524	0.44069	0.50644	0.551	0.581	0.615	0.671	0.715	0.695	0.803	0.742	0.892	0.978	1.007	1.084	1.185	1.303
667	"Prince Edward Island"	"85-89"	0.15274	0.18296	0.20195	0.2153	0.19524	0.239	0.266	0.269	0.325	0.317	0.376	0.36	0.433	0.383	0.47	0.583	0.545	0.599	0.616
667	"Prince Edward Island"	"90-94"	0.04107	0.05254	0.05262	0.06343	0.05204	0.063	0.074	0.09	0.092	0.106	0.148	0.184	0.216	0.229	0.19	0.196	0.218	0.217	0.242
667	"Prince Edward Island"	"95-99"	0.00741	0.0105	0.01041	0.00902	0.00787	0.016	0.015	0.014	0.022	0.022	0	0	0	0	0	0	0.028	0.058	0.055
667	"Prince Edward Island"	"100+"	0.00106	0.00045	0	0.00048	0.00054	0.001	0.004	0.002	0.001	0.005	0	0	0	0	0	0	0	0.001	0.007
668	"Quebec"	"0-4"	172.23424	178.44986	174.08357	171.30903	211.95261	263.38576	297.10137	336.76766	338.24822	267.1474	228.758	243.875	230.913	226.505	240.591	203.144	191.185	218.074	228.315
668	"Quebec"	"5-9"	158.37562	173.32576	180.52438	176.69205	175.78356	217.02767	270.67809	309.07671	341.50177	337.01584	261.633	229.343	242.926	237.056	230.135	241.257	209.751	196.251	224.484
668	"Quebec"	"10-14"	138.15014	153.09261	176.26876	184.83233	176.58274	181.16713	218.72795	275.75232	312.02181	340.53212	333.713	258.081	227.7	247.458	241.811	231.333	248.886	214.333	201.487
668	"Quebec"	"15-19"	124.91698	142.88438	152.56713	172.23425	178.86658	171.83287	179.96767	220.26083	272.19802	308.22317	342.56	332.846	258.36	236.158	253.955	245.48	237.853	255.633	221.503
668	"Quebec"	"20-24"	104.21698	124.95946	138.43288	142.84192	165.17616	167.78301	171.06713	178.70027	218.13133	268.93224	315.832	335.641	330.326	264.589	238.485	260.5	259.493	256.961	271.041
668	"Quebec"	"25-29"	87.44191	105.48438	122.71671	135.59232	141.28357	159.14247	174.15041	181.32494	181.84071	225.93255	286.538	302.4	326.59	332.193	262.229	239.709	265.181	271.336	268.156
668	"Quebec"	"30-34"	82.1337	95.00055	104.90822	118.30081	132.49205	142.66712	162.17643	183.19206	185.59975	186.90182	238.742	277.158	295.185	332.519	327.352	263.433	249.848	279.887	286.055
668	"Quebec"	"35-39"	74.77534	86.20055	94.34219	106.13398	116.6337	131.16767	148.37562	170.44273	184.80152	184.86051	188.075	229.164	269.437	298.736	328.348	325.65	271.921	261.044	292.264
668	"Quebec"	"40-44"	68.22547	76.10877	83.5167	89.27535	102.45068	115.34247	134.30931	148.88383	168.91161	179.6266	181.94	181.768	222.542	270.136	294.823	322.636	329.887	275.912	267.267
668	"Quebec"	"45-49"	60.65891	66.6252	73.80028	81.7337	86.24192	98.21726	115.86766	133.85069	143.88006	163.76313	174.267	172.955	172.548	220.234	263.811	287.2	319.082	327.274	277.209
668	"Quebec"	"50-54"	49.50878	55.8337	63.28357	69.97535	77.44191	84.89206	95.9589	112.79261	128.94653	136.86081	158.232	165.351	164.783	170.922	212.771	256.423	283.045	321.184	322.909
668	"Quebec"	"55-59"	36.5252	43.37535	50.65835	57.217	64.45863	70.89178	77.92548	89.8507	105.10914	120.50105	127.13	146.956	155.574	160.98	164.149	205.324	248.061	282.352	315.831
668	"Quebec"	"60-64"	32.22521	34.91671	37.92493	44.70877	51.30028	57.42521	62.24191	70.22547	80.83145	94.62032	111.039	114.268	133.206	146.691	150.566	154.97	197.97	245.104	273.637
668	"Quebec"	"65-69"	24.65013	26.83343	30.12548	34.82521	38.90849	44.59206	50.35014	54.55864	60.9852	69.26681	83.283	94.035	98.902	120.42	130.243	136.725	143.679	186.339	233.064
668	"Quebec"	"70-74"	17.07507	19.25014	21.81699	24.07507	27.30849	31.04191	36.45013	40.55013	44.58586	48.36262	56.753	65.394	74.888	82.282	99.344	111.189	120.241	129.815	169.721
668	"Quebec"	"75-79"	10.07507	11.63343	13.59179	14.45835	16.03342	19.09177	22.09179	25.25013	28.24327	31.30941	34.136	39.693	46.975	56.024	60.769	76.575	89.948	100.469	111.643
668	"Quebec"	"80-84"	5.09661	5.75932	6.92123	7.8475	8.06665	9.17078	11.04468	13.348	14.94	16.666	17.797	20.224	24.312	29.891	35.437	40.211	54.867	66.884	77.15
668	"Quebec"	"85-89"	1.87458	2.032	2.28825	2.88316	3.08063	3.39493	3.90678	4.75868	5.924	6.603	7.643	8.502	9.948	12.316	14.781	18.044	21.956	32.402	42.136
668	"Quebec"	"90-94"	0.45752	0.49057	0.56355	0.62663	0.73645	0.80446	0.97193	1.08678	1.42368	1.765	2.894	3.352	3.91	4.785	5.557	6.186	6.212	8.996	14.752
668	"Quebec"	"95-99"	0.07153	0.08213	0.08295	0.08646	0.0892	0.12176	0.14731	0.16134	0.18359	0.25303	0	0	0	0	0	0	1.098	1.436	2.422
668	"Quebec"	"100+"	0.00569	0.00378	0.00358	0.0059	0.00574	0.00438	0.00829	0.00818	0.01372	0.01896	0	0	0	0	0	0	0.121	0.118	0.097
669	"Saskatchewan"	"0-4"	54.99973	53.5	48.55808	43.34987	40.01699	48.5337	55.35014	58.27507	57.05839	45.11524	37.929	41.368	44.574	41.517	37.719	32.934	30.316	34.915	38.078
669	"Saskatchewan"	"5-9"	54.93342	56.25835	53.79973	46.44137	39.56658	40.96686	47.80027	53.25013	56.07656	53.82195	40.471	39.576	42.126	41.954	40.715	37.376	32.126	32.292	37.066
669	"Saskatchewan"	"10-14"	47.66713	54.18357	55.41645	50.08301	42.39945	37.74165	39.89179	46.25863	51.68048	53.28551	50.052	41.855	40.052	40.107	41.409	40.374	36.762	34.263	34.734
669	"Saskatchewan"	"15-19"	38.92548	49.05041	51.89999	50.81643	44.27479	36.84136	34.74164	36.45013	42.40087	48.46895	48.943	49.437	41.766	37.861	40.007	41.207	40.075	38.925	36.848
669	"Saskatchewan"	"20-24"	34.01699	41.7337	46.24193	44.73314	42.79973	34.6663	30.66657	29.14165	30.67232	36.87396	41.39	46.172	49.749	35.632	34.961	36.174	37.413	39.684	41.921
669	"Saskatchewan"	"25-29"	31.84987	35.91698	38.63343	37.30001	34.63343	32.64986	31.36657	28.90823	26.37332	27.1243	32.33	41.054	46.59	42.576	32.766	31.809	31.911	38.157	44.542
669	"Saskatchewan"	"30-34"	32.95808	31.65836	32.56685	32.14165	30.15014	30.74164	30.68329	30.14164	27.4453	24.55326	25.309	33.323	41.333	42.747	39.873	31.337	29.232	34.388	42.105
669	"Saskatchewan"	"35-39"	36.2	33.94986	28.67479	27.89179	27.15013	29.03343	30.18329	29.65837	28.7181	25.58638	22.532	25.989	33.755	38.529	40.969	38.938	30.172	31.523	37.556
669	"Saskatchewan"	"40-44"	31.50027	34.37506	31.67479	25.71644	23.87508	25.55014	28.27507	28.7	28.12097	26.73911	23.563	22.902	26.097	31.632	36.961	39.858	37.913	32.108	34.328
669	"Saskatchewan"	"45-49"	23.80028	30.61698	32.56658	28.19972	22.40821	22.61671	24.87507	26.67507	27.04715	26.39153	24.301	23.337	22.401	24.395	30.349	35.623	38.143	40.139	33.885
669	"Saskatchewan"	"50-54"	16.92521	22.70027	28.48357	29.06658	24.44136	20.36657	21.25835	23.03342	24.96284	25.25876	24.628	23.975	22.736	21.417	23.351	29.195	34.466	39.837	40.82
669	"Saskatchewan"	"55-59"	11.33342	14.92521	20.00027	24.8085	24.64987	20.41645	18.92493	19.63342	21.42728	23.32394	23.04	23.552	22.977	21.663	20.527	22.309	28.205	34.842	39.59
669	"Saskatchewan"	"60-64"	8.57507	10.33342	12.80849	17.24193	20.41671	19.68328	18.14986	16.44165	17.47669	19.58635	21.235	21.493	22.01	21.436	20.49	19.224	21.199	27.667	33.399
669	"Saskatchewan"	"65-69"	5.87507	7.37506	8.57508	11.16685	14.29178	16.46684	17.3	15.66658	14.12048	15.37335	16.861	18.821	19.279	19.798	19.466	18.464	17.69	19.813	25.677
669	"Saskatchewan"	"70-74"	3.37506	5.07505	5.95836	6.87506	8.6167	10.83342	13.39179	14.14165	12.88859	11.42325	12.952	14.252	15.791	16.381	17.089	16.681	16.089	15.673	17.518
669	"Saskatchewan"	"75-79"	1.75836	2.41671	3.6167	4.1	4.67507	5.91671	7.87507	9.83342	10.39848	9.55215	8.242	9.892	11.062	12.457	12.869	13.493	13.623	13.138	13.32
669	"Saskatchewan"	"80-84"	0.7691	1.05921	1.50365	1.97206	2.23863	2.64212	3.45619	4.814	6.111	6.562	5.874	5.472	6.648	7.386	8.68	8.945	9.742	9.988	9.836
669	"Saskatchewan"	"85-89"	0.24024	0.36474	0.47854	0.68469	0.84062	1.03189	1.16612	1.72019	2.357	3.113	3.336	3.05	2.964	3.742	4.194	4.963	5.05	5.768	5.943
669	"Saskatchewan"	"90-94"	0.06894	0.09325	0.11924	0.16282	0.21786	0.25337	0.32889	0.37212	0.59619	0.853	1.462	1.588	1.529	1.571	1.866	2.098	1.936	2.033	2.537
669	"Saskatchewan"	"95-99"	0.02249	0.01968	0.03191	0.02954	0.03861	0.04263	0.05237	0.05789	0.07156	0.11811	0	0	0	0	0	0	0.426	0.517	0.483
669	"Saskatchewan"	"100+"	0.00258	0.00358	0.00376	0.00327	0.00202	0.00782	0.00547	0.01181	0.01228	0.0069	0	0	0	0	0	0	0.057	0.046	0.066
670	"Yukon"	"0-4"						0.57286	0.8	1.21672	1.17617	1.04234	1.128	1.087	1.263	1.269	1.287	0.962	0.928	1.028	1.086
670	"Yukon"	"5-9"						0.33826	0.55837	0.85836	0.95965	1.11369	1.114	1.045	1.004	1.255	1.282	1.15	0.942	0.993	1.093
670	"Yukon"	"10-14"						0.27559	0.4	0.5	0.72775	0.86326	1.223	1.037	0.969	1.038	1.289	1.216	1.191	1.013	1.025
670	"Yukon"	"15-19"						0.24433	0.25835	0.4	0.49158	0.68274	1.083	1.179	0.972	1.022	1.04	1.267	1.243	1.244	1.139
670	"Yukon"	"20-24"						0.6086	0.60001	0.55835	0.56516	0.80311	1.189	1.156	1.22	1.061	1.019	0.939	1.147	1.226	1.325
670	"Yukon"	"25-29"						0.65319	0.8	0.7	0.68733	0.89977	1.336	1.378	1.306	1.358	1.139	1	0.955	1.284	1.287
670	"Yukon"	"30-34"						0.53711	0.65836	0.85835	0.69023	0.73002	1.122	1.331	1.483	1.624	1.506	1.171	1.048	1.177	1.399
670	"Yukon"	"35-39"						0.4476	0.55835	0.60001	0.69724	0.61708	0.817	1.023	1.212	1.568	1.605	1.391	1.175	1.194	1.369
670	"Yukon"	"40-44"						0.38433	0.4	0.5	0.5455	0.60667	0.734	0.69	0.934	1.313	1.588	1.56	1.504	1.248	1.331
670	"Yukon"	"45-49"						0.28558	0.3	0.5	0.42891	0.45766	0.622	0.638	0.635	1.034	1.261	1.502	1.627	1.557	1.224
670	"Yukon"	"50-54"						0.179	0.3	0.3	0.32617	0.36934	0.476	0.549	0.582	0.637	0.944	1.165	1.476	1.667	1.558
670	"Yukon"	"55-59"						0.098	0.2	0.25834	0.27849	0.28642	0.311	0.411	0.48	0.559	0.575	0.856	1.109	1.453	1.659
670	"Yukon"	"60-64"						0.103	0.1	0.10001	0.19266	0.21583	0.275	0.255	0.317	0.416	0.454	0.522	0.791	1.053	1.372
670	"Yukon"	"65-69"						0.103	0.1	0.1	0.14433	0.13517	0.161	0.187	0.181	0.253	0.329	0.38	0.467	0.701	0.911
670	"Yukon"	"70-74"						0.108	0.1	0.1	0.07566	0.08083	0.102	0.115	0.142	0.136	0.189	0.251	0.303	0.389	0.604
670	"Yukon"	"75-79"						0.097	0	0.1	0.05784	0.03958	0.059	0.061	0.08	0.094	0.089	0.138	0.192	0.237	0.322
670	"Yukon"	"80-84"						0.043	0.033	0.027	0.035	0.031	0.022	0.036	0.036	0.047	0.055	0.061	0.117	0.142	0.144
670	"Yukon"	"85-89"						0.015	0.016	0.018	0.011	0.02	0.024	0.014	0.019	0.029	0.034	0.037	0.031	0.057	0.082
670	"Yukon"	"90-94"						0.004	0.006	0.005	0.011	0.004	0	0.009	0.004	0	0	0.009	0.022	0.012	0.019
670	"Yukon"	"95-99"						0.004	0.001	0	0	0.003	0	0	0	0	0	0	0	0.005	0.003
670	"Yukon"	"100+"						0	0.001	0.001	0	0	0	0	0	0	0	0	0	0	0.001
665	"Nunavut"	"0-4"															1.818	1.799	1.814	2	2.238
665	"Nunavut"	"5-9"															1.713	1.795	1.736	1.769	1.933
665	"Nunavut"	"10-14"															1.368	1.665	1.688	1.656	1.667
665	"Nunavut"	"15-19"															1.163	1.277	1.637	1.727	1.625
665	"Nunavut"	"20-24"															1.08	1.171	1.345	1.597	1.685
665	"Nunavut"	"25-29"															1.278	1.239	1.29	1.414	1.594
665	"Nunavut"	"30-34"															1.245	1.303	1.231	1.3	1.497
665	"Nunavut"	"35-39"															0.881	1.096	1.215	1.158	1.312
665	"Nunavut"	"40-44"															0.725	0.787	1.01	1.123	1.126
665	"Nunavut"	"45-49"															0.606	0.656	0.786	1.034	1.093
665	"Nunavut"	"50-54"															0.407	0.572	0.685	0.834	1.052
665	"Nunavut"	"55-59"															0.32	0.404	0.535	0.643	0.901
665	"Nunavut"	"60-64"															0.223	0.248	0.32	0.466	0.522
665	"Nunavut"	"65-69"															0.134	0.175	0.193	0.268	0.319
665	"Nunavut"	"70-74"															0.084	0.089	0.123	0.145	0.21
665	"Nunavut"	"75-79"															0.043	0.055	0.066	0.08	0.094
665	"Nunavut"	"80-84"															0.02	0.03	0.036	0.026	0.054
665	"Nunavut"	"85-89"															0.022	0.008	0.014	0.013	0.012
665	"Nunavut"	"90-94"															0.001	0.004	0.003	0.006	0.004
665	"Nunavut"	"95-99"															0	0	0	0.001	0.001
665	"Nunavut"	"100+"															0	0	0	0	0
