"reg_code"	"name"	"age"	"1925"	"1930"	"1935"	"1940"	"1945"	"1950"	"1955"	"1960"	"1965"	"1970"	"1975"	"1980"	"1985"	"1990"	"1995"	"2000"	"2005"	"2010"	"2015"	"2020"
664	"Nova Scotia"	"40-44"	13.29999	13.34165	14.47508	14.49998	15.37507	17.25013	20.20849	21.91671	21.94292	20.50185	20.338	21.15	25.412	33.175	36.363	39.481	40.722	32.842	30.727	28.612
664	"Nova Scotia"	"45-49"	12.75835	12.59999	12.65836	13.91671	14.24165	14.61671	16.25013	19.09178	21.09644	21.1339	20.242	20.331	20.959	25.175	33.202	36.241	39.366	40.262	32.468	24.674
664	"Nova Scotia"	"50-54"	10.95835	11	11.85836	12.25836	13.51672	13.65836	13.80001	15.29178	18.41931	20.29203	20.899	20.028	20.131	20.827	25.342	33.206	36.106	39.272	39.792	40.312
664	"Nova Scotia"	"55-59"	9.41671	9.6	10.17507	11.05836	11.71671	12.11672	12.8	13.15835	14.61919	17.90374	19.764	20.513	19.803	19.916	20.813	25.34	33.207	35.787	38.845	41.903
664	"Nova Scotia"	"60-64"	8	8	8.51672	9.21672	10.07506	10.5	11.1167	11.65835	12.23575	14.28903	17.92	19.316	19.916	19.305	19.492	20.552	25.31	32.749	35.054	37.359
664	"Nova Scotia"	"65-69"	6.85835	7.1	7.20001	7.81672	8.35836	9.17508	9.65835	10.51672	10.91135	11.96866	13.994	17.138	18.481	19.055	18.443	18.795	19.938	24.169	31.596	39.023
664	"Nova Scotia"	"70-74"	4.94165	5.15836	5.8	6.31671	6.9	7.31671	8.2167	8.80001	9.5124	9.99551	10.942	12.797	15.675	16.785	17.53	16.9	17.486	18.509	22.62	26.731
664	"Nova Scotia"	"75-79"	3.60001	3.80001	3.9	4.41671	4.95835	5.15836	5.75836	6.35836	6.85858	7.82347	8.384	9.256	10.959	13.436	14.539	15.209	14.875	15.315	16.331	17.347
664	"Nova Scotia"	"80-84"	2.64828	2.5883	2.60111	2.64036	2.92572	3.20346	3.65155	3.978	4.814	4.962	5.752	6.198	7.074	8.342	10.556	11.584	12.143	11.885	12.326	12.767
664	"Nova Scotia"	"85-89"	1.26355	1.3001	1.31192	1.27551	1.29994	1.50286	1.65646	2.03455	2.215	2.753	2.968	3.561	3.902	4.626	5.539	6.523	7.789	8.431	8.422	8.413
664	"Nova Scotia"	"90-94"	0.46331	0.44236	0.46133	0.45426	0.4325	0.45899	0.59086	0.69446	0.83655	0.921	1.513	1.772	2.394	2.711	3.209	3.462	3.177	4.155	4.647	5.139
664	"Nova Scotia"	"95-99"	0.12932	0.11508	0.12933	0.1243	0.09266	0.11827	0.11146	0.15078	0.17092	0.21045	0	0	0	0	0	0	0.928	1.108	1.451	1.794
664	"Nova Scotia"	"100+"	0.01804	0.01428	0.01534	0.01169	0.0091	0.01488	0.02069	0.00922	0.01754	0.01955	0	0	0	0	0	0	0.163	0.201	0.213	0.225
666	"Ontario"	"0-4"	150.13344	151.35835	146.78328	142.05863	173.26849	229.00246	293.13617	350.77645	371.92376	322.58366	306.12	293.506	309.906	350.26	368.151	348.264	332.085	347.855	346.263	344.671
666	"Ontario"	"5-9"	156.04191	162.4337	155.47398	150.83342	149.91671	178.15205	254.62877	316.76082	361.06975	383.9333	331.875	309.762	300.637	337.116	364.47	387.893	366.977	347.451	361.871	376.291
666	"Ontario"	"10-14"	143.6422	153.96712	167.5915	159.76602	154.95781	158.98384	196.13534	267.47014	321.44217	373.17127	401.049	338.033	319.351	320.742	353.798	385.15	410.719	382.499	359.091	335.683
666	"Ontario"	"15-19"	137.1674	151.85068	152.70822	168.48356	163.74985	158.0663	166.99233	200.85204	274.90238	337.62453	394.916	416.337	351.92	347.774	345.456	382.386	417.283	438.123	409.986	381.849
666	"Ontario"	"20-24"	130.78384	140.56712	153.96711	154.84192	174.70028	175.7833	181.04191	194.65041	222.82421	310.66665	383.287	412.911	442.495	402.155	374.357	373.185	421.719	448.356	478.204	508.052
666	"Ontario"	"25-29"	124.30028	128.33342	140.11754	153.95068	161.85068	185.92658	203.35863	211.25808	209.18848	257.98056	357.974	384.779	423.836	492.241	419.502	398.927	412.74	447.148	477.627	508.106
666	"Ontario"	"30-34"	115.73369	122.5252	126.43398	138.03398	154.78412	171.2011	210.09343	229.49973	218.53644	228.25203	286.299	361.027	394.874	468.07	500.9	445.622	440.403	439.383	474.525	509.667
666	"Ontario"	"35-39"	113.34219	120.25013	122.83342	126.6337	138.19233	159.9178	188.01782	227.78493	233.25978	228.18409	240.681	283.761	363.441	423.467	475.15	522.295	473.772	456.805	457.752	458.699
666	"Ontario"	"40-44"	98.81727	108.7504	117.77534	121.37507	127.1337	141.8926	168.59287	192.65096	226.51184	235.55228	235.284	242.666	285.903	382.895	427.248	488.587	544.196	482.141	465.829	449.517
666	"Ontario"	"45-49"	88.67589	97.26686	104.46713	112.24193	118.8337	128.28356	145.36768	170.57617	187.53628	227.30499	235.917	233.163	241.941	292.561	384.863	433.279	496.664	548.398	486.756	425.114
666	"Ontario"	"50-54"	75.99232	84.60027	92.37534	101.36713	109.24192	117.63398	128.25041	145.8844	167.54609	185.45588	235.353	234.699	233.451	244.452	293.211	383.637	436.371	501.942	546.754	591.566
666	"Ontario"	"55-59"	60.71698	66.00849	77.22575	86.14191	96.94219	103.78358	114.38384	124.62547	140.33307	166.19147	182.61	232.067	234.403	234.708	247.843	289.704	383.115	435.072	499.987	564.902
666	"Ontario"	"60-64"	52.0337	56.59179	59.08357	70.75068	79.77534	88.82548	96.87534	107.25891	119.81653	137.9798	167.133	180.313	228.666	233.094	234.203	244.069	289.622	382.149	430.275	478.401
666	"Ontario"	"65-69"	38.41699	44.90027	50.36685	55.59205	64.71699	74.08383	83.80876	91.46713	102.78722	116.63649	136.084	162.302	175.482	224.538	225.568	226.177	239.171	284.121	375.743	467.365
666	"Ontario"	"70-74"	28.15041	34.64192	38.31671	42.81699	47.86685	57.80055	67.90876	77.24192	84.53352	93.80523	108.782	127.096	149.889	164.558	207.452	209.881	214.356	229.861	273.821	317.781
666	"Ontario"	"75-79"	17.05014	19.59179	25.45864	28.39178	32.05014	36.75012	43.40027	51.3504	59.64081	69.78913	80.556	93.986	110.222	131.815	142.228	181.459	188.647	194.639	213.286	231.933
666	"Ontario"	"80-84"	10.44448	11.33065	13.62651	16.61557	19.55073	22.11469	25.84222	31.388	38.432	45.6479	51.888	62.218	73.263	87.1	103.013	113.059	150.347	156.552	165.596	174.64
666	"Ontario"	"85-89"	4.21388	4.61437	5.22965	6.23908	7.73554	9.58606	11.16572	13.63322	16.993	22.037	27.219	32.932	40.273	48.9	56.84	66.175	78.251	105.973	116.02	126.067
666	"Ontario"	"90-94"	1.24235	1.26011	1.50301	1.69477	2.01906	2.6579	3.43968	4.12672	5.29822	6.853	12.444	16.598	21.277	26.195	30.981	34.99	33.331	41.453	60.325	79.197
666	"Ontario"	"95-99"	0.22754	0.24899	0.24823	0.30091	0.34668	0.45846	0.6124	0.79739	0.95883	1.34712	0	0	0	0	0	0	8.71	10.611	14.847	19.083
666	"Ontario"	"100+"	0.02862	0.02392	0.02845	0.02501	0.03557	0.04552	0.06697	0.06966	0.10193	0.15386	0	0	0	0	0	0	1.444	1.748	1.855	1.962
667	"Prince Edward Island"	"0-4"	4.65836	4.5	4.30001	4.55836	4.41671	5.93341	6.1833	6.21671	6.43045	5.21183	4.671	4.743	4.69	4.808	4.447	3.877	3.439	3.562	3.529	3.496
667	"Prince Edward Island"	"5-9"	4.54164	4.69999	4.48328	4.45835	4.44165	4.81671	5.81672	6.10001	6.47632	6.24814	5.251	4.875	4.771	4.82	4.934	4.524	3.983	3.623	4.043	4.463
667	"Prince Edward Island"	"10-14"	4.55836	4.6	4.74165	4.74166	4.5	4.31672	4.65836	5.57507	5.94065	6.23802	6.516	5.441	4.907	4.834	4.955	5.005	4.61	4.172	3.869	3.566
667	"Prince Edward Island"	"15-19"	4.04164	4.25836	4.45835	4.6	4.20001	4.24163	4.1	4.25835	5.02041	5.51467	6.24	6.584	5.465	4.931	4.844	5.004	4.991	4.761	4.29	3.819
667	"Prince Edward Island"	"20-24"	3.34165	3.2	4.11671	3.9	3.65835	3.54165	3.18329	3.14164	3.1205	4.29994	4.84	5.583	5.871	4.796	4.695	4.504	4.635	4.626	4.711	4.796
667	"Prince Edward Island"	"25-29"	3.04165	2.54164	3.01671	3.55836	3	3.34164	2.88329	2.69999	2.93473	2.92624	4.497	4.754	5.326	5.384	4.466	4.311	4.088	4.013	4.189	4.365
667	"Prince Edward Island"	"30-34"	2.5	2.4	2.45836	2.61671	2.85836	3	2.94165	2.60001	2.74581	2.77258	3.255	4.694	4.847	5.365	5.496	4.509	4.251	4.173	4.239	4.305
667	"Prince Edward Island"	"35-39"	2.4	2.5	2.40001	2.3	2.25835	2.91672	3.04164	2.85836	2.74508	2.62875	2.946	3.403	4.687	4.872	5.465	5.608	4.58	4.501	4.535	4.569
667	"Prince Edward Island"	"40-44"	2.25835	2.2	2.40001	2.39999	2.14165	2.35835	2.85834	2.8	2.79423	2.55307	2.68	3.01	3.375	4.743	4.906	5.565	5.73	4.818	4.745	4.672
667	"Prince Edward Island"	"45-49"	2.1	2.2	2.15835	2.35835	2.2	2	2.3	2.55836	2.78732	2.65681	2.614	2.678	2.961	3.338	4.813	5.034	5.628	5.848	5.149	4.45
667	"Prince Edward Island"	"50-54"	1.89999	1.99999	2.04166	2.10001	2.15836	1.85836	2.04165	2.25836	2.58926	2.69674	2.687	2.644	2.694	2.952	3.408	4.936	5.014	5.752	5.991	6.23
667	"Prince Edward Island"	"55-59"	1.9	1.74164	1.89999	1.9	1.9	1.75836	2.04164	2	2.05077	2.48492	2.673	2.735	2.651	2.71	2.986	3.506	4.926	5.238	5.864	6.49
667	"Prince Edward Island"	"60-64"	1.54166	1.49999	1.5	1.7	1.70001	1.45835	1.90001	1.8	1.81567	2.02542	2.569	2.705	2.701	2.596	2.732	2.974	3.573	5.038	5.286	5.534
667	"Prince Edward Island"	"65-69"	1.45834	1.5	1.4	1.4	1.45835	1.35836	1.7	1.75835	1.81006	1.772	2.003	2.502	2.611	2.621	2.525	2.678	2.899	3.527	4.97	6.413
667	"Prince Edward Island"	"70-74"	1.00001	1.2	1.2	1.2	1.2	1.15836	1.5	1.5	1.67685	1.65041	1.706	1.901	2.355	2.394	2.421	2.373	2.509	2.759	3.429	4.099
667	"Prince Edward Island"	"75-79"	0.79999	0.8	0.9	0.9	0.9	0.89999	1.1	1.09999	1.19767	1.41233	1.466	1.482	1.673	2.078	2.099	2.143	2.074	2.284	2.464	2.644
667	"Prince Edward Island"	"80-84"	0.50522	0.48761	0.54055	0.51208	0.56331	0.589	0.669	0.777	0.892	0.947	1.026	1.141	1.172	1.331	1.633	1.663	1.776	1.729	1.843	1.957
667	"Prince Edward Island"	"85-89"	0.20959	0.25425	0.2456	0.25259	0.26806	0.32	0.321	0.39	0.447	0.549	0.57	0.707	0.758	0.786	0.897	1.03	1.117	1.237	1.26	1.283
667	"Prince Edward Island"	"90-94"	0.0633	0.06908	0.0988	0.07716	0.08113	0.094	0.115	0.135	0.15	0.22	0.325	0.378	0.469	0.517	0.557	0.556	0.54	0.607	0.648	0.689
667	"Prince Edward Island"	"95-99"	0.01202	0.01699	0.0149	0.02008	0.01794	0.026	0.021	0.023	0.033	0.04	0	0	0	0	0	0	0.131	0.193	0.207	0.221
667	"Prince Edward Island"	"100+"	0	0	0	0.00041	0	0.001	0.006	0.003	0.003	0.003	0	0	0	0	0	0	0.027	0.013	0.027	0.041
668	"Quebec"	"0-4"	171.61753	176.64986	170.7337	167.95891	202.95287	251.5852	285.51809	323.13426	321.0173	254.26772	216.851	230.275	218.085	217.016	230.247	192.677	181.498	209.259	216.752	224.245
668	"Quebec"	"5-9"	157.7589	171.4674	179.19972	174.15863	172.57562	210.33534	259.3778	297.46823	327.9265	321.58671	249.333	217.761	229.415	224.604	220.142	230.853	199.397	187.046	216.228	245.41
668	"Quebec"	"10-14"	143.3337	154.72548	174.82685	182.26576	174.69945	176.30027	210.46958	265.57726	298.84914	327.18325	318.518	245.662	217.159	234.468	229.074	221.043	237.622	205.39	191.668	177.946
668	"Quebec"	"15-19"	132.63398	148.10904	153.46712	172.88411	175.60822	171.59149	177.78439	217.46056	270.16635	299.0152	332.085	319.949	245.009	225.058	241.123	232.141	227.601	251.104	213.113	175.122
668	"Quebec"	"20-24"	115.09233	131.90904	148.90931	152.29179	168.65863	174.74192	177.25864	184.18383	222.83338	270.25609	310.638	329.995	316.049	252.208	230.47	246.334	246.142	247.372	268.206	289.04
668	"Quebec"	"25-29"	101.73426	111.84192	125.31672	139.55067	148.54192	163.58383	180.85864	181.60822	185.44595	226.09046	280.007	299.842	320.942	318.742	253.075	229.374	253.626	260.936	261.088	261.24
668	"Quebec"	"30-34"	87.49233	95.06685	101.68273	117.55095	134.81726	148.29233	169.9096	186.88357	185.7613	185.53997	231.951	273.268	295.187	326.128	317.078	252.784	236.877	269.377	277.414	285.451
668	"Quebec"	"35-39"	72.52521	81.90876	90.04193	102.22576	116.95069	133.27589	152.96739	174.96767	188.17871	183.74564	183.92	223.923	266.384	297.957	324.785	316.213	259.632	249.393	282.254	315.115
668	"Quebec"	"40-44"	66.00877	72.76684	80.67562	88.65041	100.53397	116.11753	135.31753	151.05068	172.60563	182.83601	180.788	179.951	219.708	269.284	295.194	322.214	320.101	265.286	256.347	247.408
668	"Quebec"	"45-49"	56.56712	62.2085	68.23342	75.95041	85.34219	97.47561	113.57588	131.91754	146.74554	168.47096	178.32	175.146	175.16	220.226	266.417	292.378	320.112	318.849	267.599	216.349
668	"Quebec"	"50-54"	45.33369	51.38356	57.95863	65.65041	73.11699	83.34219	94.46712	111.66768	129.7737	142.21631	167.433	172.993	171.619	174.569	216.24	262.267	289.952	317.324	315.821	314.318
668	"Quebec"	"55-59"	38.21699	41.61671	46.37506	52.77533	61.57534	67.90028	78.15041	90.6841	106.91024	126.23157	137.522	161.296	169.018	170.188	171.113	212.139	257.103	281.036	312.58	344.124
668	"Quebec"	"60-64"	31.56686	33.77507	36.21671	42.29205	48.40028	56.20027	62.6252	72.33397	86.41504	103.28383	123.272	131.594	154.546	165.172	163.513	166.377	207.819	250.019	273.757	297.495
668	"Quebec"	"65-69"	23.85014	26.73344	29.82547	34.00849	37.76684	43.80877	50.70027	57.49206	67.68736	82.13934	98.768	114.76	123.956	148.873	154.284	156.003	157.022	199.329	241.02	282.711
668	"Quebec"	"70-74"	16.25835	19.15014	22.39206	24.75835	27.50849	31.6337	38.28356	44.67534	51.09509	60.31753	74.035	88.422	103.004	114.1	133.656	142.139	143.057	149.435	187.997	226.559
668	"Quebec"	"75-79"	10.11671	11.97506	13.98357	15.81672	17.27508	20.1085	23.39178	27.94192	33.78983	41.51376	49.33	60.989	74.129	88.836	96.283	116.265	123.533	129.701	136.713	143.725
668	"Quebec"	"80-84"	5.99699	6.89921	8.18847	9.16858	10.07264	11.10768	13.34966	15.94	19.325	23.522	28.119	35.801	45.582	56.927	67.403	75.272	92.778	104.107	109.251	114.395
668	"Quebec"	"85-89"	2.33837	2.55979	3.11927	3.66313	3.99563	4.74625	5.41268	6.60566	8.088	10.023	13.216	16.281	22.087	29.132	36.119	42.652	50.439	66.954	76.497	86.04
668	"Quebec"	"90-94"	0.70555	0.66961	0.78427	0.97509	1.09653	1.26777	1.56025	1.77468	2.30866	2.872	5.232	7.083	9.738	13.603	17.846	21.837	20.35	27.505	38.181	48.857
668	"Quebec"	"95-99"	0.12075	0.12819	0.11803	0.14651	0.18899	0.22521	0.22422	0.31963	0.37607	0.47395	0	0	0	0	0	0	5.378	6.966	10.029	13.092
668	"Quebec"	"100+"	0.00957	0.00879	0.01229	0.00773	0.01477	0.02845	0.02419	0.02504	0.04326	0.05607	0	0	0	0	0	0	0.868	1.173	1.254	1.335
669	"Saskatchewan"	"0-4"	53.74137	51.94164	46.59973	41.7915	37.95014	46.99205	52.86684	55.25835	54.88943	42.96896	36.485	39.695	42.563	39.462	35.919	31.31	28.672	33.311	36.552	39.793
669	"Saskatchewan"	"5-9"	53.49178	54.67506	52.29973	45.09972	38.44985	39.11672	46.40026	51.06685	53.64023	51.5333	38.642	37.843	40.368	40.089	38.858	35.368	30.796	30.47	35.507	40.544
669	"Saskatchewan"	"10-14"	46.10054	52.70028	54.07479	48.48302	40.38302	36.94985	38.23343	44.017	49.48596	51.01945	48.115	39.573	38.734	38.328	39.46	38.517	35.115	32.626	32.653	32.68
669	"Saskatchewan"	"15-19"	35.62548	46.28384	50.42493	49.31644	41.54138	35.37479	33.84165	34.83343	41.27555	45.98947	47.048	47.839	39.878	36.428	37.921	38.472	37.661	35.984	34.23	32.476
669	"Saskatchewan"	"20-24"	28.15013	35.35041	42.47534	41.21644	36.38329	32.61642	30.77479	28.14165	29.65546	34.81823	38.816	44.858	47.942	34.381	33.242	34.489	35.961	38.624	37.474	36.324
669	"Saskatchewan"	"25-29"	26.52492	28.79178	31.4252	34.58357	30.95014	31.72494	30.63315	27.16657	25.32475	26.43271	30.337	38.6	44.86	41.711	32.061	30.719	31.462	37.124	42.24	47.356
669	"Saskatchewan"	"30-34"	25.82493	26.01671	25.65014	27.25014	27.55015	29.75835	30.32494	28.56657	25.69142	24.07019	24.44	31.658	39.178	41.294	39.803	31.069	28.685	32.469	40.691	48.913
669	"Saskatchewan"	"35-39"	25.53343	26.25836	24.56658	23.67508	23.84191	27.45014	29.31671	29.14163	27.3347	24.38563	21.835	24.905	31.964	36.526	40.15	38.883	29.991	30.453	35.173	39.893
669	"Saskatchewan"	"40-44"	20.35013	23.59179	24.60001	22.40822	20.45835	22.39179	26.05013	27.73342	27.74381	25.81427	22.592	22.218	25.108	30.225	35.354	39.141	37.991	31.177	32.931	34.685
669	"Saskatchewan"	"45-49"	15.4252	19.90849	21.87507	21.68329	19.48329	19.25836	21.4085	24.69177	26.44115	26.37616	23.931	22.514	22.005	23.903	29.512	34.647	38.179	38.658	32.646	26.634
669	"Saskatchewan"	"50-54"	10.69179	14.46684	18.1085	19.75836	18.66657	17.58328	17.95836	20.1085	23.44842	25.12127	24.774	23.733	22.356	21.251	23.355	28.732	33.883	38.566	38.714	38.862
669	"Saskatchewan"	"55-59"	7.71671	9.81672	12.66685	15.79178	16.68329	15.94164	16.05837	16.85836	19.10325	22.437	23.203	24.036	23.378	21.565	20.796	22.57	27.986	33.675	38.012	42.349
669	"Saskatchewan"	"60-64"	6.07507	7.11671	8.07506	10.96685	13.21671	13.71671	13.89999	14.35836	15.41786	18.10617	21.261	22.545	23.271	22.169	20.759	19.923	21.692	27.519	32.821	38.123
669	"Saskatchewan"	"65-69"	4.11672	5.21672	6.05836	7.23343	9.17507	11.07507	12.47506	12.75834	13.05301	14.37348	16.69	20.114	21.626	21.893	20.867	19.46	18.844	20.752	26.045	31.338
669	"Saskatchewan"	"70-74"	2.51672	3.77507	4.45835	5.01671	5.67507	7.37507	9.53343	10.81671	11.35859	11.57067	12.85	15.318	18.594	19.669	20.105	19.133	17.943	17.503	18.93	20.357
669	"Saskatchewan"	"75-79"	1.35836	1.91671	2.75836	3.15836	3.35835	4.31671	5.81671	7.27506	8.62063	9.32131	9.523	11.009	13.383	16.429	17.351	17.552	16.765	16.013	15.605	15.197
669	"Saskatchewan"	"80-84"	0.67564	0.92361	1.27043	1.70747	1.95849	2.19886	2.7955	3.904	5.148	6.198	6.716	7.235	8.669	10.555	13.169	13.823	14.336	13.876	13.476	13.076
669	"Saskatchewan"	"85-89"	0.23854	0.34365	0.45472	0.66152	0.82348	0.93849	1.13786	1.4955	2.204	3.101	3.846	4.283	4.729	5.87	7.185	8.25	9.653	10.051	9.848	9.645
669	"Saskatchewan"	"90-94"	0.09318	0.09525	0.12904	0.17277	0.24392	0.28275	0.35849	0.45786	0.6125	0.973	1.861	2.464	2.883	3.178	4.059	4.505	4.024	5.218	5.369	5.52
669	"Saskatchewan"	"95-99"	0.02312	0.02551	0.02703	0.03331	0.04741	0.04999	0.05875	0.0879	0.12084	0.17696	0	0	0	0	0	0	1.173	1.371	1.728	2.085
669	"Saskatchewan"	"100+"	0.0013	0.00042	0.00094	0	0.00039	0.00341	0.00641	0.00974	0.02166	0.02104	0	0	0	0	0	0	0.165	0.269	0.253	0.237
670	"Yukon"	"0-4"	NA	NA	NA	NA	NA	0.54467	0.75835	1.05835	1.09007	0.96651	1.085	1.001	1.126	1.186	1.211	0.948	0.858	0.91	1.126	1.342
670	"Yukon"	"5-9"	NA	NA	NA	NA	NA	0.35608	0.55835	0.9	0.94125	1.01959	0.994	0.989	0.919	1.162	1.169	1.05	0.953	0.932	0.961	0.99
670	"Yukon"	"10-14"	NA	NA	NA	NA	NA	0.18641	0.35835	0.5	0.66976	0.86026	1.138	0.939	0.93	0.96	1.211	1.147	1.091	0.971	0.899	0.827
670	"Yukon"	"15-19"	NA	NA	NA	NA	NA	0.20575	0.25836	0.3	0.48433	0.68026	0.998	1.064	0.888	0.933	0.924	1.133	1.118	1.1	1.051	1.002
670	"Yukon"	"20-24"	NA	NA	NA	NA	NA	0.29702	0.40001	0.39999	0.49292	0.78852	1.145	1.246	1.191	0.957	1.006	0.904	1.058	1.139	1.169	1.199
670	"Yukon"	"25-29"	NA	NA	NA	NA	NA	0.46177	0.60001	0.49999	0.5275	0.71377	1.25	1.392	1.422	1.399	1.22	1.065	1.066	1.262	1.232	1.202
670	"Yukon"	"30-34"	NA	NA	NA	NA	NA	0.33353	0.45835	0.55836	0.53159	0.55619	0.873	1.225	1.387	1.567	1.646	1.225	1.204	1.274	1.392	1.51
670	"Yukon"	"35-39"	NA	NA	NA	NA	NA	0.2466	0.3	0.45835	0.49467	0.45758	0.618	0.772	1.106	1.45	1.608	1.562	1.206	1.334	1.434	1.534
670	"Yukon"	"40-44"	NA	NA	NA	NA	NA	0.18433	0.25835	0.4	0.4095	0.424	0.507	0.557	0.669	1.18	1.45	1.545	1.581	1.234	1.497	1.76
670	"Yukon"	"45-49"	NA	NA	NA	NA	NA	0.09358	0.2	0.25835	0.29417	0.36709	0.424	0.453	0.507	0.724	1.153	1.373	1.542	1.635	1.333	1.031
670	"Yukon"	"50-54"	NA	NA	NA	NA	NA	0.101	0.1	0.2	0.22268	0.27067	0.389	0.335	0.43	0.521	0.719	1.061	1.332	1.513	1.48	1.447
670	"Yukon"	"55-59"	NA	NA	NA	NA	NA	0.1	0.1	0.1	0.16	0.19583	0.245	0.313	0.309	0.418	0.476	0.615	0.995	1.29	1.387	1.484
670	"Yukon"	"60-64"	NA	NA	NA	NA	NA	0.105	0.1	0.1	0.11275	0.12409	0.186	0.208	0.248	0.263	0.34	0.416	0.57	0.935	1.336	1.737
670	"Yukon"	"65-69"	NA	NA	NA	NA	NA	0.08	0	0.1	0.07166	0.07192	0.106	0.135	0.172	0.205	0.227	0.307	0.365	0.536	0.88	1.224
670	"Yukon"	"70-74"	NA	NA	NA	NA	NA	0	0	0.1	0.05641	0.03683	0.058	0.083	0.107	0.15	0.165	0.192	0.27	0.319	0.46	0.601
670	"Yukon"	"75-79"	NA	NA	NA	NA	NA	0.006	0	0	0.02708	0.0345	0.04	0.046	0.062	0.088	0.117	0.136	0.19	0.255	0.298	0.341
670	"Yukon"	"80-84"	NA	NA	NA	NA	NA	0.011	0.014	0.015	0.019	0.02	0.033	0.034	0.031	0.048	0.067	0.097	0.111	0.146	0.234	0.322
670	"Yukon"	"85-89"	NA	NA	NA	NA	NA	0.003	0.005	0.005	0.009	0.013	0.01	0.019	0.018	0.018	0.033	0.045	0.072	0.082	0.101	0.12
670	"Yukon"	"90-94"	NA	NA	NA	NA	NA	0.001	0.002	0.003	0.002	0.006	0.011	0.007	0.014	0.015	0.015	0.033	0.047	0.037	0.049	0.061
670	"Yukon"	"95-99"	NA	NA	NA	NA	NA	0.001	0	0	0.002	0	0	0	0	0	0	0	0.002	0.012	0.016	0.02
670	"Yukon"	"100+"	NA	NA	NA	NA	NA	0	0	0	0	0.001	0	0	0	0	0	0	0	0	0.001	0.002
665	"Nunavut"	"0-4"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.732	1.685	1.688	1.978	1.956	1.934
665	"Nunavut"	"5-9"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.617	1.683	1.661	1.629	2.021	2.413
665	"Nunavut"	"10-14"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.245	1.533	1.644	1.554	1.606	1.658
665	"Nunavut"	"15-19"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.122	1.218	1.506	1.664	1.505	1.346
665	"Nunavut"	"20-24"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.083	1.154	1.282	1.503	1.644	1.785
665	"Nunavut"	"25-29"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.24	1.183	1.31	1.415	1.557	1.699
665	"Nunavut"	"30-34"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.042	1.166	1.159	1.331	1.515	1.699
665	"Nunavut"	"35-39"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.707	0.942	1.128	0.987	1.196	1.405
665	"Nunavut"	"40-44"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.545	0.681	0.887	1.039	0.967	0.895
665	"Nunavut"	"45-49"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.466	0.565	0.718	0.879	1.002	1.125
665	"Nunavut"	"50-54"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.349	0.514	0.572	0.693	0.856	1.019
665	"Nunavut"	"55-59"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.274	0.321	0.438	0.553	0.682	0.811
665	"Nunavut"	"60-64"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.196	0.233	0.262	0.381	0.485	0.589
665	"Nunavut"	"65-69"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.107	0.115	0.171	0.197	0.372	0.547
665	"Nunavut"	"70-74"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.052	0.057	0.094	0.138	0.152	0.166
665	"Nunavut"	"75-79"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.032	0.032	0.046	0.088	0.079	0.07
665	"Nunavut"	"80-84"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.02	0.019	0.022	0.042	0.045	0.048
665	"Nunavut"	"85-89"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.011	0.011	0.014	0.015	0.018	0.021
665	"Nunavut"	"90-94"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.007	0.013	0.007	0.005	0.007	0.009
665	"Nunavut"	"95-99"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0.003	0.002	0.003	0.004
665	"Nunavut"	"100+"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	0	0	0	0.001	0.002
