country_code	age	in	out
4	49	0.00728442995296158	0.00543468099511995
4	50	0.00681592907337572	0.00516181979635688
4	51	0.00639696060668194	0.00491778765255192
4	52	0.00602229533789934	0.00469953881681212
4	53	0.00568725295226042	0.00450434910970215
4	54	0.00538764568278234	0.0043297820660336
4	55	0.0051197272380291	0.00417365860553398
4	56	0.00488014672123051	0.00403402987661588
4	57	0.00466590717581056	0.00390915295093482
4	58	0.00447432836647365	0.00379746907529135
4	59	0.00430301340733434	0.00369758421530884
4	60	0.00414981886609041	0.00360825165149307
4	61	0.00401282799822838	0.00352835641244101
4	62	0.0038903267932371	0.00345690135202722
4	63	0.00378078254324163	0.00339299469740108
4	64	0.00368282467195973	0.00333583891268323
4	65	0.00359522758771208	0.00328472073949681
4	66	0.00351689534806672	0.00323900229005876
4	67	0.00344684794548025	0.00319811308164028
4	68	0.00338420904305055	0.00316154291292817
4	69	0.00332819500732464	0.00312883549331503
4	70	0.00327810510114841	0.00309958274554106
4	71	0.00323331271395055	0.00307341971051619
4	72	0.00319325751977167	0.00305001999067159
4	73	0.00315743846492288	0.00302909167491645
4	74	0.00312540749752021	0.00301037369429233
4	75	0	0
4	76	0	0
4	77	0	0
4	78	0	0
4	79	0	0
4	80	0	0
4	81	0	0
4	82	0	0
4	83	0	0
4	84	0	0
4	85	0	0
4	86	0	0
4	87	0	0
4	88	0	0
4	89	0	0
4	90	0	0
4	91	0	0
4	92	0	0
4	93	0	0
4	94	0	0
4	95	0	0
4	96	0	0
4	97	0	0
4	98	0	0
4	99	0	0
4	100	0	0
8	0	0.0247731908362755	0.0247497627291572
8	1	0.0225884372597798	0.0225670752829857
8	2	0.0206214500390526	0.0206019482500564
8	3	0.0188505232086181	0.0188326961923129
8	4	0.0172561143554719	0.0172397951780903
8	5	0.0158206289659558	0.0158056673329331
8	6	0.0145282262679602	0.0145144868654143
8	7	0.013364644425898	0.0133520054274227
8	8	0.0123170431594534	0.0123053948817475
8	9	0.0113738620493808	0.0113631057418788
8	10	0.0105246929667424	0.0105147397218886
8	11	0.0097601652178209	0.00975093501106056
8	12	0.00907184213726922	0.0090632933415504
8	13	0.00845212798838642	0.00844816680869446
8	14	0.00789418414315356	0.00799257278107802
8	15	0.00739185361706477	0.00831570277843987
8	16	0.0069395931471013	0.0108391844469113
8	17	0.00653244242632854	0.0164644433875863
8	18	0.00616985253488812	0.0241851338657373
8	19	0.00594171641287157	0.0318336202436785
8	20	0.00647032649354618	0.0376651700430083
8	21	0.0091809202593922	0.0410227350666781
8	22	0.0149778150472738	0.0420947431174967
8	23	0.0228555477801219	0.0414410428067737
8	24	0.0306460832709508	0.0396597400765593
8	25	0.036604525114797	0.0372396311110952
8	26	0.0400745425083677	0.0345289605618513
8	27	0.0412459474743259	0.0317543512283431
8	28	0.040680204236402	0.029052550670418
8	29	0.0389769623497349	0.0264994201140804
8	30	0.0366263607116784	0.0241318663293574
8	31	0.0339777659245227	0.0219629696190368
8	32	0.0312587286382992	0.0199918664412768
8	33	0.0286067680860738	0.0182099752840028
8	34	0.0260983955177195	0.0166048110979929
8	35	0.0237710732191482	0.015162263145409
8	36	0.021638362565859	0.0138679162202852
8	37	0.0196998211724991	0.0127077867014715
8	38	0.017947239317206	0.0116687061894008
8	39	0.0163684621778288	0.0107384963882682
8	40	0.0149496736111851	0.00990602291018384
8	41	0.0136767220225056	0.00916118099409394
8	42	0.0125358601746893	0.00849484485521115
8	43	0.0115141319428199	0.00789879942333513
8	44	0.0105995498419235	0.00736566538588127
8	45	0.00978115111488723	0.0068888237330309
8	46	0.00904898544813909	0.00646234318316017
8	47	0.00839406608303317	0.00608091219739911
8	48	0.00780830311905262	0.0057397763165911
8	49	0.00728442995296158	0.00543468099511995
8	50	0.00681592907337572	0.00516181979635688
8	51	0.00639696060668194	0.00491778765255192
8	52	0.00602229533789934	0.00469953881681212
8	53	0.00568725295226042	0.00450434910970215
8	54	0.00538764568278234	0.0043297820660336
8	55	0.0051197272380291	0.00417365860553398
8	56	0.00488014672123051	0.00403402987661588
8	57	0.00466590717581056	0.00390915295093482
8	58	0.00447432836647365	0.00379746907529135
8	59	0.00430301340733434	0.00369758421530884
8	60	0.00414981886609041	0.00360825165149307
8	61	0.00401282799822838	0.00352835641244101
8	62	0.0038903267932371	0.00345690135202722
8	63	0.00378078254324163	0.00339299469740108
8	64	0.00368282467195973	0.00333583891268323
8	65	0.00359522758771208	0.00328472073949681
8	66	0.00351689534806672	0.00323900229005876
8	67	0.00344684794548025	0.00319811308164028
8	68	0.00338420904305055	0.00316154291292817
8	69	0.00332819500732464	0.00312883549331503
8	70	0.00327810510114841	0.00309958274554106
8	71	0.00323331271395055	0.00307341971051619
8	72	0.00319325751977167	0.00305001999067159
8	73	0.00315743846492288	0.00302909167491645
8	74	0.00312540749752021	0.00301037369429233
8	75	0	0
8	76	0	0
8	77	0	0
8	78	0	0
8	79	0	0
8	80	0	0
8	81	0	0
8	82	0	0
8	83	0	0
8	84	0	0
8	85	0	0
8	86	0	0
8	87	0	0
8	88	0	0
8	89	0	0
8	90	0	0
8	91	0	0
8	92	0	0
8	93	0	0
8	94	0	0
8	95	0	0
8	96	0	0
8	97	0	0
8	98	0	0
8	99	0	0
8	100	0	0
12	0	0.0247731908362755	0.0247497627291572
12	1	0.0225884372597798	0.0225670752829857
12	2	0.0206214500390526	0.0206019482500564
12	3	0.0188505232086181	0.0188326961923129
12	4	0.0172561143554719	0.0172397951780903
12	5	0.0158206289659558	0.0158056673329331
12	6	0.0145282262679602	0.0145144868654143
12	7	0.013364644425898	0.0133520054274227
12	8	0.0123170431594534	0.0123053948817475
12	9	0.0113738620493808	0.0113631057418788
12	10	0.0105246929667424	0.0105147397218886
12	11	0.0097601652178209	0.00975093501106056
12	12	0.00907184213726922	0.0090632933415504
12	13	0.00845212798838642	0.00844816680869446
12	14	0.00789418414315356	0.00799257278107802
12	15	0.00739185361706477	0.00831570277843987
12	16	0.0069395931471013	0.0108391844469113
12	17	0.00653244242632854	0.0164644433875863
12	18	0.00616985253488812	0.0241851338657373
12	19	0.00594171641287157	0.0318336202436785
12	20	0.00647032649354618	0.0376651700430083
12	21	0.0091809202593922	0.0410227350666781
12	22	0.0149778150472738	0.0420947431174967
12	23	0.0228555477801219	0.0414410428067737
12	24	0.0306460832709508	0.0396597400765593
12	25	0.036604525114797	0.0372396311110952
12	26	0.0400745425083677	0.0345289605618513
12	27	0.0412459474743259	0.0317543512283431
12	28	0.040680204236402	0.029052550670418
12	29	0.0389769623497349	0.0264994201140804
12	30	0.0366263607116784	0.0241318663293574
12	31	0.0339777659245227	0.0219629696190368
12	32	0.0312587286382992	0.0199918664412768
12	33	0.0286067680860738	0.0182099752840028
12	34	0.0260983955177195	0.0166048110979929
12	35	0.0237710732191482	0.015162263145409
12	36	0.021638362565859	0.0138679162202852
12	37	0.0196998211724991	0.0127077867014715
12	38	0.017947239317206	0.0116687061894008
12	39	0.0163684621778288	0.0107384963882682
12	40	0.0149496736111851	0.00990602291018384
12	41	0.0136767220225056	0.00916118099409394
12	42	0.0125358601746893	0.00849484485521115
12	43	0.0115141319428199	0.00789879942333513
12	44	0.0105995498419235	0.00736566538588127
12	45	0.00978115111488723	0.0068888237330309
12	46	0.00904898544813909	0.00646234318316017
12	47	0.00839406608303317	0.00608091219739911
12	48	0.00780830311905262	0.0057397763165911
12	49	0.00728442995296158	0.00543468099511995
12	50	0.00681592907337572	0.00516181979635688
12	51	0.00639696060668194	0.00491778765255192
12	52	0.00602229533789934	0.00469953881681212
12	53	0.00568725295226042	0.00450434910970215
12	54	0.00538764568278234	0.0043297820660336
12	55	0.0051197272380291	0.00417365860553398
12	56	0.00488014672123051	0.00403402987661588
12	57	0.00466590717581056	0.00390915295093482
12	58	0.00447432836647365	0.00379746907529135
12	59	0.00430301340733434	0.00369758421530884
12	60	0.00414981886609041	0.00360825165149307
12	61	0.00401282799822838	0.00352835641244101
12	62	0.0038903267932371	0.00345690135202722
12	63	0.00378078254324163	0.00339299469740108
12	64	0.00368282467195973	0.00333583891268323
12	65	0.00359522758771208	0.00328472073949681
12	66	0.00351689534806672	0.00323900229005876
12	67	0.00344684794548025	0.00319811308164028
12	68	0.00338420904305055	0.00316154291292817
12	69	0.00332819500732464	0.00312883549331503
12	70	0.00327810510114841	0.00309958274554106
12	71	0.00323331271395055	0.00307341971051619
12	72	0.00319325751977167	0.00305001999067159
12	73	0.00315743846492288	0.00302909167491645
12	74	0.00312540749752021	0.00301037369429233
12	75	0	0
12	76	0	0
12	77	0	0
12	78	0	0
12	79	0	0
12	80	0	0
12	81	0	0
12	82	0	0
12	83	0	0
12	84	0	0
12	85	0	0
12	86	0	0
12	87	0	0
12	88	0	0
12	89	0	0
12	90	0	0
12	91	0	0
12	92	0	0
12	93	0	0
12	94	0	0
12	95	0	0
12	96	0	0
12	97	0	0
12	98	0	0
12	99	0	0
12	100	0	0
16	0	0.0247731908362755	0.0247497627291572
16	1	0.0225884372597798	0.0225670752829857
16	2	0.0206214500390526	0.0206019482500564
16	3	0.0188505232086181	0.0188326961923129
16	4	0.0172561143554719	0.0172397951780903
16	5	0.0158206289659558	0.0158056673329331
16	6	0.0145282262679602	0.0145144868654143
16	7	0.013364644425898	0.0133520054274227
16	8	0.0123170431594534	0.0123053948817475
16	9	0.0113738620493808	0.0113631057418788
16	10	0.0105246929667424	0.0105147397218886
16	11	0.0097601652178209	0.00975093501106056
16	12	0.00907184213726922	0.0090632933415504
16	13	0.00845212798838642	0.00844816680869446
16	14	0.00789418414315356	0.00799257278107802
16	15	0.00739185361706477	0.00831570277843987
16	16	0.0069395931471013	0.0108391844469113
16	17	0.00653244242632854	0.0164644433875863
16	18	0.00616985253488812	0.0241851338657373
16	19	0.00594171641287157	0.0318336202436785
16	20	0.00647032649354618	0.0376651700430083
16	21	0.0091809202593922	0.0410227350666781
16	22	0.0149778150472738	0.0420947431174967
16	23	0.0228555477801219	0.0414410428067737
16	24	0.0306460832709508	0.0396597400765593
16	25	0.036604525114797	0.0372396311110952
16	26	0.0400745425083677	0.0345289605618513
16	27	0.0412459474743259	0.0317543512283431
16	28	0.040680204236402	0.029052550670418
16	29	0.0389769623497349	0.0264994201140804
16	30	0.0366263607116784	0.0241318663293574
16	31	0.0339777659245227	0.0219629696190368
16	32	0.0312587286382992	0.0199918664412768
16	33	0.0286067680860738	0.0182099752840028
16	34	0.0260983955177195	0.0166048110979929
16	35	0.0237710732191482	0.015162263145409
16	36	0.021638362565859	0.0138679162202852
16	37	0.0196998211724991	0.0127077867014715
16	38	0.017947239317206	0.0116687061894008
16	39	0.0163684621778288	0.0107384963882682
16	40	0.0149496736111851	0.00990602291018384
16	41	0.0136767220225056	0.00916118099409394
16	42	0.0125358601746893	0.00849484485521115
16	43	0.0115141319428199	0.00789879942333513
16	44	0.0105995498419235	0.00736566538588127
16	45	0.00978115111488723	0.0068888237330309
16	46	0.00904898544813909	0.00646234318316017
16	47	0.00839406608303317	0.00608091219739911
16	48	0.00780830311905262	0.0057397763165911
16	49	0.00728442995296158	0.00543468099511995
16	50	0.00681592907337572	0.00516181979635688
16	51	0.00639696060668194	0.00491778765255192
16	52	0.00602229533789934	0.00469953881681212
16	53	0.00568725295226042	0.00450434910970215
16	54	0.00538764568278234	0.0043297820660336
16	55	0.0051197272380291	0.00417365860553398
16	56	0.00488014672123051	0.00403402987661588
16	57	0.00466590717581056	0.00390915295093482
16	58	0.00447432836647365	0.00379746907529135
16	59	0.00430301340733434	0.00369758421530884
16	60	0.00414981886609041	0.00360825165149307
16	61	0.00401282799822838	0.00352835641244101
16	62	0.0038903267932371	0.00345690135202722
16	63	0.00378078254324163	0.00339299469740108
16	64	0.00368282467195973	0.00333583891268323
16	65	0.00359522758771208	0.00328472073949681
16	66	0.00351689534806672	0.00323900229005876
16	67	0.00344684794548025	0.00319811308164028
16	68	0.00338420904305055	0.00316154291292817
16	69	0.00332819500732464	0.00312883549331503
16	70	0.00327810510114841	0.00309958274554106
16	71	0.00323331271395055	0.00307341971051619
16	72	0.00319325751977167	0.00305001999067159
16	73	0.00315743846492288	0.00302909167491645
16	74	0.00312540749752021	0.00301037369429233
16	75	0	0
16	76	0	0
16	77	0	0
16	78	0	0
16	79	0	0
16	80	0	0
16	81	0	0
16	82	0	0
16	83	0	0
16	84	0	0
16	85	0	0
16	86	0	0
16	87	0	0
16	88	0	0
16	89	0	0
16	90	0	0
16	91	0	0
16	92	0	0
16	93	0	0
16	94	0	0
16	95	0	0
16	96	0	0
16	97	0	0
16	98	0	0
16	99	0	0
16	100	0	0
20	0	0.0247497627291572	0.0247731908362755
20	1	0.0225670752829857	0.0225884372597798
20	2	0.0206019482500564	0.0206214500390526
20	3	0.0188326961923129	0.0188505232086181
20	4	0.0172397951780903	0.0172561143554719
20	5	0.0158056673329331	0.0158206289659558
20	6	0.0145144868654143	0.0145282262679602
20	7	0.0133520054274227	0.013364644425898
20	8	0.0123053948817475	0.0123170431594534
20	9	0.0113631057418788	0.0113738620493808
20	10	0.0105147397218886	0.0105246929667424
20	11	0.00975093501106056	0.0097601652178209
20	12	0.0090632933415504	0.00907184213726922
20	13	0.00844816680869446	0.00845212798838642
20	14	0.00799257278107802	0.00789418414315356
20	15	0.00831570277843987	0.00739185361706477
20	16	0.0108391844469113	0.0069395931471013
20	17	0.0164644433875863	0.00653244242632854
20	18	0.0241851338657373	0.00616985253488812
20	19	0.0318336202436785	0.00594171641287157
20	20	0.0376651700430083	0.00647032649354618
20	21	0.0410227350666781	0.0091809202593922
20	22	0.0420947431174967	0.0149778150472738
20	23	0.0414410428067737	0.0228555477801219
20	24	0.0396597400765593	0.0306460832709508
20	25	0.0372396311110952	0.036604525114797
20	26	0.0345289605618513	0.0400745425083677
20	27	0.0317543512283431	0.0412459474743259
20	28	0.029052550670418	0.040680204236402
20	29	0.0264994201140804	0.0389769623497349
20	30	0.0241318663293574	0.0366263607116784
20	31	0.0219629696190368	0.0339777659245227
20	32	0.0199918664412768	0.0312587286382992
20	33	0.0182099752840028	0.0286067680860738
20	34	0.0166048110979929	0.0260983955177195
20	35	0.015162263145409	0.0237710732191482
20	36	0.0138679162202852	0.021638362565859
20	37	0.0127077867014715	0.0196998211724991
20	38	0.0116687061894008	0.017947239317206
20	39	0.0107384963882682	0.0163684621778288
20	40	0.00990602291018384	0.0149496736111851
20	41	0.00916118099409394	0.0136767220225056
20	42	0.00849484485521115	0.0125358601746893
20	43	0.00789879942333513	0.0115141319428199
20	44	0.00736566538588127	0.0105995498419235
20	45	0.0068888237330309	0.00978115111488723
20	46	0.00646234318316017	0.00904898544813909
20	47	0.00608091219739911	0.00839406608303317
20	48	0.0057397763165911	0.00780830311905262
20	49	0.00543468099511995	0.00728442995296158
20	50	0.00516181979635688	0.00681592907337572
20	51	0.00491778765255192	0.00639696060668194
20	52	0.00469953881681212	0.00602229533789934
20	53	0.00450434910970215	0.00568725295226042
20	54	0.0043297820660336	0.00538764568278234
20	55	0.00417365860553398	0.0051197272380291
20	56	0.00403402987661588	0.00488014672123051
20	57	0.00390915295093482	0.00466590717581056
20	58	0.00379746907529135	0.00447432836647365
20	59	0.00369758421530884	0.00430301340733434
20	60	0.00360825165149307	0.00414981886609041
20	61	0.00352835641244101	0.00401282799822838
20	62	0.00345690135202722	0.0038903267932371
20	63	0.00339299469740108	0.00378078254324163
20	64	0.00333583891268323	0.00368282467195973
20	65	0.00328472073949681	0.00359522758771208
20	66	0.00323900229005876	0.00351689534806672
20	67	0.00319811308164028	0.00344684794548025
20	68	0.00316154291292817	0.00338420904305055
20	69	0.00312883549331503	0.00332819500732464
20	70	0.00309958274554106	0.00327810510114841
20	71	0.00307341971051619	0.00323331271395055
20	72	0.00305001999067159	0.00319325751977167
20	73	0.00302909167491645	0.00315743846492288
20	74	0.00301037369429233	0.00312540749752021
20	75	0	0
20	76	0	0
20	77	0	0
20	78	0	0
20	79	0	0
20	80	0	0
20	81	0	0
20	82	0	0
20	83	0	0
20	84	0	0
20	85	0	0
20	86	0	0
20	87	0	0
20	88	0	0
20	89	0	0
20	90	0	0
20	91	0	0
20	92	0	0
20	93	0	0
20	94	0	0
20	95	0	0
20	96	0	0
20	97	0	0
20	98	0	0
20	99	0	0
20	100	0	0
24	0	0.0247497627291572	0.0247731908362755
24	1	0.0225670752829857	0.0225884372597798
24	2	0.0206019482500564	0.0206214500390526
24	3	0.0188326961923129	0.0188505232086181
24	4	0.0172397951780903	0.0172561143554719
24	5	0.0158056673329331	0.0158206289659558
24	6	0.0145144868654143	0.0145282262679602
24	7	0.0133520054274227	0.013364644425898
24	8	0.0123053948817475	0.0123170431594534
24	9	0.0113631057418788	0.0113738620493808
24	10	0.0105147397218886	0.0105246929667424
24	11	0.00975093501106056	0.0097601652178209
24	12	0.0090632933415504	0.00907184213726922
24	13	0.00844816680869446	0.00845212798838642
24	14	0.00799257278107802	0.00789418414315356
24	15	0.00831570277843987	0.00739185361706477
24	16	0.0108391844469113	0.0069395931471013
24	17	0.0164644433875863	0.00653244242632854
24	18	0.0241851338657373	0.00616985253488812
24	19	0.0318336202436785	0.00594171641287157
24	20	0.0376651700430083	0.00647032649354618
24	21	0.0410227350666781	0.0091809202593922
24	22	0.0420947431174967	0.0149778150472738
24	23	0.0414410428067737	0.0228555477801219
24	24	0.0396597400765593	0.0306460832709508
24	25	0.0372396311110952	0.036604525114797
24	26	0.0345289605618513	0.0400745425083677
24	27	0.0317543512283431	0.0412459474743259
24	28	0.029052550670418	0.040680204236402
24	29	0.0264994201140804	0.0389769623497349
24	30	0.0241318663293574	0.0366263607116784
24	31	0.0219629696190368	0.0339777659245227
24	32	0.0199918664412768	0.0312587286382992
24	33	0.0182099752840028	0.0286067680860738
24	34	0.0166048110979929	0.0260983955177195
24	35	0.015162263145409	0.0237710732191482
24	36	0.0138679162202852	0.021638362565859
24	37	0.0127077867014715	0.0196998211724991
24	38	0.0116687061894008	0.017947239317206
24	39	0.0107384963882682	0.0163684621778288
24	40	0.00990602291018384	0.0149496736111851
24	41	0.00916118099409394	0.0136767220225056
24	42	0.00849484485521115	0.0125358601746893
24	43	0.00789879942333513	0.0115141319428199
24	44	0.00736566538588127	0.0105995498419235
24	45	0.0068888237330309	0.00978115111488723
24	46	0.00646234318316017	0.00904898544813909
24	47	0.00608091219739911	0.00839406608303317
24	48	0.0057397763165911	0.00780830311905262
24	49	0.00543468099511995	0.00728442995296158
24	50	0.00516181979635688	0.00681592907337572
24	51	0.00491778765255192	0.00639696060668194
24	52	0.00469953881681212	0.00602229533789934
24	53	0.00450434910970215	0.00568725295226042
24	54	0.0043297820660336	0.00538764568278234
24	55	0.00417365860553398	0.0051197272380291
24	56	0.00403402987661588	0.00488014672123051
24	57	0.00390915295093482	0.00466590717581056
24	58	0.00379746907529135	0.00447432836647365
24	59	0.00369758421530884	0.00430301340733434
24	60	0.00360825165149307	0.00414981886609041
24	61	0.00352835641244101	0.00401282799822838
24	62	0.00345690135202722	0.0038903267932371
24	63	0.00339299469740108	0.00378078254324163
24	64	0.00333583891268323	0.00368282467195973
24	65	0.00328472073949681	0.00359522758771208
24	66	0.00323900229005876	0.00351689534806672
24	67	0.00319811308164028	0.00344684794548025
24	68	0.00316154291292817	0.00338420904305055
24	69	0.00312883549331503	0.00332819500732464
24	70	0.00309958274554106	0.00327810510114841
24	71	0.00307341971051619	0.00323331271395055
24	72	0.00305001999067159	0.00319325751977167
24	73	0.00302909167491645	0.00315743846492288
24	74	0.00301037369429233	0.00312540749752021
24	75	0	0
24	76	0	0
24	77	0	0
24	78	0	0
24	79	0	0
24	80	0	0
24	81	0	0
24	82	0	0
24	83	0	0
24	84	0	0
24	85	0	0
24	86	0	0
24	87	0	0
24	88	0	0
24	89	0	0
24	90	0	0
24	91	0	0
24	92	0	0
24	93	0	0
24	94	0	0
24	95	0	0
24	96	0	0
24	97	0	0
24	98	0	0
24	99	0	0
24	100	0	0
28	0	0.0247731908362755	0.0247497627291572
28	1	0.0225884372597798	0.0225670752829857
28	2	0.0206214500390526	0.0206019482500564
28	3	0.0188505232086181	0.0188326961923129
28	4	0.0172561143554719	0.0172397951780903
28	5	0.0158206289659558	0.0158056673329331
28	6	0.0145282262679602	0.0145144868654143
28	7	0.013364644425898	0.0133520054274227
28	8	0.0123170431594534	0.0123053948817475
28	9	0.0113738620493808	0.0113631057418788
28	10	0.0105246929667424	0.0105147397218886
28	11	0.0097601652178209	0.00975093501106056
28	12	0.00907184213726922	0.0090632933415504
28	13	0.00845212798838642	0.00844816680869446
28	14	0.00789418414315356	0.00799257278107802
28	15	0.00739185361706477	0.00831570277843987
28	16	0.0069395931471013	0.0108391844469113
28	17	0.00653244242632854	0.0164644433875863
28	18	0.00616985253488812	0.0241851338657373
28	19	0.00594171641287157	0.0318336202436785
28	20	0.00647032649354618	0.0376651700430083
28	21	0.0091809202593922	0.0410227350666781
28	22	0.0149778150472738	0.0420947431174967
28	23	0.0228555477801219	0.0414410428067737
28	24	0.0306460832709508	0.0396597400765593
28	25	0.036604525114797	0.0372396311110952
28	26	0.0400745425083677	0.0345289605618513
28	27	0.0412459474743259	0.0317543512283431
28	28	0.040680204236402	0.029052550670418
28	29	0.0389769623497349	0.0264994201140804
28	30	0.0366263607116784	0.0241318663293574
28	31	0.0339777659245227	0.0219629696190368
28	32	0.0312587286382992	0.0199918664412768
28	33	0.0286067680860738	0.0182099752840028
28	34	0.0260983955177195	0.0166048110979929
28	35	0.0237710732191482	0.015162263145409
28	36	0.021638362565859	0.0138679162202852
28	37	0.0196998211724991	0.0127077867014715
28	38	0.017947239317206	0.0116687061894008
28	39	0.0163684621778288	0.0107384963882682
28	40	0.0149496736111851	0.00990602291018384
28	41	0.0136767220225056	0.00916118099409394
28	42	0.0125358601746893	0.00849484485521115
28	43	0.0115141319428199	0.00789879942333513
28	44	0.0105995498419235	0.00736566538588127
28	45	0.00978115111488723	0.0068888237330309
28	46	0.00904898544813909	0.00646234318316017
28	47	0.00839406608303317	0.00608091219739911
28	48	0.00780830311905262	0.0057397763165911
28	49	0.00728442995296158	0.00543468099511995
28	50	0.00681592907337572	0.00516181979635688
28	51	0.00639696060668194	0.00491778765255192
28	52	0.00602229533789934	0.00469953881681212
28	53	0.00568725295226042	0.00450434910970215
28	54	0.00538764568278234	0.0043297820660336
28	55	0.0051197272380291	0.00417365860553398
28	56	0.00488014672123051	0.00403402987661588
28	57	0.00466590717581056	0.00390915295093482
28	58	0.00447432836647365	0.00379746907529135
28	59	0.00430301340733434	0.00369758421530884
28	60	0.00414981886609041	0.00360825165149307
28	61	0.00401282799822838	0.00352835641244101
28	62	0.0038903267932371	0.00345690135202722
28	63	0.00378078254324163	0.00339299469740108
28	64	0.00368282467195973	0.00333583891268323
28	65	0.00359522758771208	0.00328472073949681
28	66	0.00351689534806672	0.00323900229005876
28	67	0.00344684794548025	0.00319811308164028
28	68	0.00338420904305055	0.00316154291292817
28	69	0.00332819500732464	0.00312883549331503
28	70	0.00327810510114841	0.00309958274554106
28	71	0.00323331271395055	0.00307341971051619
28	72	0.00319325751977167	0.00305001999067159
28	73	0.00315743846492288	0.00302909167491645
28	74	0.00312540749752021	0.00301037369429233
28	75	0	0
28	76	0	0
28	77	0	0
28	78	0	0
28	79	0	0
28	80	0	0
28	81	0	0
28	82	0	0
28	83	0	0
28	84	0	0
28	85	0	0
28	86	0	0
28	87	0	0
28	88	0	0
28	89	0	0
28	90	0	0
28	91	0	0
28	92	0	0
28	93	0	0
28	94	0	0
28	95	0	0
28	96	0	0
28	97	0	0
28	98	0	0
28	99	0	0
28	100	0	0
31	0	0.0247497627291572	0.0247731908362755
31	1	0.0225670752829857	0.0225884372597798
31	2	0.0206019482500564	0.0206214500390526
31	3	0.0188326961923129	0.0188505232086181
31	4	0.0172397951780903	0.0172561143554719
31	5	0.0158056673329331	0.0158206289659558
31	6	0.0145144868654143	0.0145282262679602
31	7	0.0133520054274227	0.013364644425898
31	8	0.0123053948817475	0.0123170431594534
31	9	0.0113631057418788	0.0113738620493808
31	10	0.0105147397218886	0.0105246929667424
31	11	0.00975093501106056	0.0097601652178209
31	12	0.0090632933415504	0.00907184213726922
31	13	0.00844816680869446	0.00845212798838642
31	14	0.00799257278107802	0.00789418414315356
31	15	0.00831570277843987	0.00739185361706477
31	16	0.0108391844469113	0.0069395931471013
31	17	0.0164644433875863	0.00653244242632854
31	18	0.0241851338657373	0.00616985253488812
31	19	0.0318336202436785	0.00594171641287157
31	20	0.0376651700430083	0.00647032649354618
31	21	0.0410227350666781	0.0091809202593922
31	22	0.0420947431174967	0.0149778150472738
31	23	0.0414410428067737	0.0228555477801219
31	24	0.0396597400765593	0.0306460832709508
31	25	0.0372396311110952	0.036604525114797
31	26	0.0345289605618513	0.0400745425083677
31	27	0.0317543512283431	0.0412459474743259
31	28	0.029052550670418	0.040680204236402
31	29	0.0264994201140804	0.0389769623497349
31	30	0.0241318663293574	0.0366263607116784
31	31	0.0219629696190368	0.0339777659245227
31	32	0.0199918664412768	0.0312587286382992
31	33	0.0182099752840028	0.0286067680860738
31	34	0.0166048110979929	0.0260983955177195
31	35	0.015162263145409	0.0237710732191482
31	36	0.0138679162202852	0.021638362565859
31	37	0.0127077867014715	0.0196998211724991
31	38	0.0116687061894008	0.017947239317206
31	39	0.0107384963882682	0.0163684621778288
31	40	0.00990602291018384	0.0149496736111851
31	41	0.00916118099409394	0.0136767220225056
31	42	0.00849484485521115	0.0125358601746893
31	43	0.00789879942333513	0.0115141319428199
31	44	0.00736566538588127	0.0105995498419235
31	45	0.0068888237330309	0.00978115111488723
