country_code	country	Initials	isSmall	ProjFirstYear	MigCode	WPPAIDS	AgeMortalityType	AgeMortalityPattern	AgeMortProjMethod1	AgeMortProjMethod2	AgeMortProjPattern	AgeMortProjMethodWeights	AgeMortProjAdjSR	LatestAgeMortalityPattern	SmoothLatestAgeMortalityPattern	PasfrNorm	PasfrGlobalNorm	PasfrFarEastAsianNorm	PasfrSouthAsianNorm	MigAgeSchedule	MigAgeZeroNeg	MigAgeEqualMFratio
498	Republic of Moldova	SH	0	1950	9	0	Age specific mortality pattern	CD_West	PMD	MLT	CD_West	"c(1,0.75)"	3	0	0	Global Norm	0	0	0	0	0	0
638	Reunion	VG	0	1950	0	0	Age specific mortality pattern	Life_Tables	PMD	MLT	CD_West	"c(1,0.75)"	3	0	0	Global Norm	0	0	0	0	0	0
642	Romania	SH	0	1950	0	0	Age specific mortality pattern	Life_Tables	PMD	MLT	CD_West	"c(1,0.75)"	3	0	0	Global Norm	0	0	0	0	0	0
643	Russian Federation	KA	0	1950	9	0	Age specific mortality pattern	Life_Tables	PMD	MLT	CD_West	"c(1,0.9)"	3	0	0	Global Norm	0	0	0	0	0	0
646	Rwanda	TS	0	1950	9	1	Age specific mortality pattern	HIVmortmod	PMD	MLT	CD_North	"c(1,0.5)"	0	0	0	Global Norm	0	0	0	0	0	0
654	Saint Helena	PG	1	1950	0	0	Age specific mortality pattern	CD_West	PMD	MLT	CD_West	"c(1,0.5)"	0	0	0	Global Norm	0	0	0	0	0	0
659	Saint Kitts and Nevis	PG	1	1950	9	0	Age specific mortality pattern	Life_Tables	PMD	MLT	CD_West	"c(1,0.9)"	3	0	0	Global Norm	0	0	0	0	0	0
662	Saint Lucia	NL	0	1950	9	0	Age specific mortality pattern	Life_Tables	PMD	MLT	CD_West	"c(1,0.5)"	3	0	0	Global Norm	0	0	0	0	0	0
666	Saint Pierre and Miquelon	PG	1	1950	9	0	Age specific mortality pattern	UN_Far_Eastern	MLT		UN_Far_Eastern		0	0	0	Global Norm	0	0	0	0	0	0
670	Saint Vincent and the Grenadines	NL	0	1950	9	0	Age specific mortality pattern	Life_Tables	PMD	MLT	CD_West	"c(1,0.9)"	3	0	0	Global Norm	0	0	0	0	0	0
652	Saint-Barthelemy	LB	1	1950	9	0	Age specific mortality pattern	Life_Tables	PMD	MLT	CD_West	"c(1,0.5)"	0	0	0	Global Norm	0	0	0	312	0	1
663	Saint-Martin (French part)	LB	1	1950	9	0	Age specific mortality pattern	Life_Tables	PMD	MLT	CD_West	"c(1,0.5)"	0	0	0	Global Norm	0	0	0	312	0	1
882	Samoa	NL	0	1950	9	0	Age specific mortality pattern	Life_Tables	PMD	MLT	UN_Far_Eastern	"c(1,0.75)"	3	0	0	Global Norm	0	0	0	0	0	0
674	San Marino	PG	1	1950	0	0	Age specific mortality pattern	CD_West	MLT		CD_West		0	0	0	Global Norm	0	0	0	0	0	0
678	Sao Tome and Principe	LB	0	1950	9	0	Age specific mortality pattern	CD_North	PMD	MLT	CD_North	"c(1,0.5)"	3	0	0	Global Norm	0	0	0	0	0	0
682	Saudi Arabia	SH	0	1950	0	0	Age specific mortality pattern	Life_Tables	PMD	MLT	CD_West	"c(1,0.75)"	3	0	0	Global Norm	0	0	0	0	0	0
686	Senegal	TS	0	1950	0	0	Age specific mortality pattern	CD_South	PMD	MLT	CD_North	"c(1,0.75)"	0	0	0	Global Norm	0	0	0	0	0	0
688	Serbia	KA	0	1950	0	0	Age specific mortality pattern	Life_Tables	PMD	MLT	CD_West	"c(1,0.9)"	3	0	0	Global Norm	0	0	0	0	0	0
690	Seychelles	NL	0	1950	9	0	Age specific mortality pattern	Life_Tables	PMD	MLT	CD_West	"c(1,0.5)"	3	0	0	Global Norm	0	0	0	0	0	0
694	Sierra Leone	TS	0	1950	0	0	Age specific mortality pattern	CD_North	PMD	MLT	CD_North	"c(1,0.5)"	0	0	0	Global Norm	0	0	0	0	0	0
702	Singapore	NL	0	1950	9	0	Age specific mortality pattern	Life_Tables	PMD	MLT	CD_North	"c(1,0.9)"	0	0	0	Global Norm	1	1	0	0	0	0
534	Sint Maarten (Dutch part)	PG	1	1950	9	0	Age specific mortality pattern	Life_Tables	PMD	MLT	CD_West	"c(1,0.5)"	0	0	0	Global Norm	0	0	0	0	0	0
703	Slovakia	PU	0	1950	0	0	Age specific mortality pattern	Life_Tables	PMD	MLT	CD_West	"c(1,0.75)"	3	0	0	Global Norm	0	0	0	0	0	0
705	Slovenia	KA	0	1950	9	0	Age specific mortality pattern	Life_Tables	LC				0	1	1	Global Norm	1	0	0	0	0	0
90	Solomon Islands	NL	0	1950	9	0	Age specific mortality pattern	Life_Tables	PMD	MLT	CD_West	"c(1,0.5)"	3	0	0	Global Norm	0	0	0	0	0	0
706	Somalia	TS	0	1950	0	0	Age specific mortality pattern	CD_North	PMD	MLT	CD_West	"c(1,0.5)"	0	0	0	Global Norm	0	0	0	0	0	0
710	South Africa	PG	0	1950	0	1	Age specific mortality pattern	HIVmortmod	PMD	MLT	CD_West	"c(1,0.5)"	0	0	0	Global Norm	0	0	0	0	0	0
728	South Sudan	TS	0	1950	0	0	Age specific mortality pattern	CD_North	PMD	MLT	CD_West	"c(1,0.5)"	0	0	0	Global Norm	0	0	0	0	0	0
724	Spain	LB	0	1950	0	0	Age specific mortality pattern	Life_Tables	LC				0	1	0	Global Norm	1	0	0	0	0	0
144	Sri Lanka	PU	0	1950	0	0	Age specific mortality pattern	Life_Tables	PMD	MLT	CD_West	"c(1,0.5)"	3	0	0	Global Norm	0	0	0	0	0	0
275	State of Palestine	SH	0	1950	0	0	Age specific mortality pattern	CD_West	MLT		CD_West		0	0	0	Global Norm	0	0	0	0	0	0
729	Sudan	TS	0	1950	0	0	Age specific mortality pattern	CD_North	PMD	MLT	CD_West	"c(1,0.5)"	0	0	0	Global Norm	0	0	0	0	0	0
740	Suriname	LB	0	1950	9	0	Age specific mortality pattern	Life_Tables	PMD	MLT	CD_West	"c(1,0.5)"	3	0	0	Global Norm	0	0	0	0	0	0
752	Sweden	NL	0	1950	9	0	Age specific mortality pattern	Life_Tables	LC				0	1	0	Global Norm	1	0	0	0	0	0
756	Switzerland	TS	0	1950	9	0	Age specific mortality pattern	CD_West	LC				0	1	0	Global Norm	1	0	0	0	0	0
760	Syrian Arab Republic	SH	0	1950	0	0	Age specific mortality pattern	Life_Tables	LC				0	0	0	Global Norm	0	0	0	0	0	0
762	Tajikistan	KA	0	1950	9	0	Age specific mortality pattern	Life_Tables	PMD	MLT	CD_West	"c(1,0.5)"	3	0	0	Global Norm	0	0	0	0	0	0
764	Thailand	MW	0	1950	0	0	Age specific mortality pattern	Life_Tables	PMD	MLT	CD_West	"c(1,0.5)"	3	0	0	Global Norm	0	0	0	0	0	0
626	Timor-Leste	TS	0	1950	0	0	Age specific mortality pattern	Life_Tables	PMD	MLT	CD_North	"c(1,0.5)"	3	0	0	Global Norm	0	0	0	0	0	0
768	Togo	TS	0	1950	0	0	Age specific mortality pattern	CD_South	PMD	MLT	CD_North	"c(1,0.5)"	0	0	0	Global Norm	0	0	0	0	0	0
772	Tokelau	PG	1	1950	0	0	Age specific mortality pattern	UN_Far_Eastern	MLT		UN_Far_Eastern		0	0	0	Global Norm	0	0	0	882	0	1
776	Tonga	NL	0	1950	9	0	Age specific mortality pattern	Life_Tables	PMD	MLT	UN_Far_Eastern	"c(1,0.75)"	3	0	0	Global Norm	0	0	0	0	0	0
780	Trinidad and Tobago	NL	0	1950	9	0	Age specific mortality pattern	Life_Tables	PMD	MLT	CD_West	"c(1,0.5)"	3	0	0	Global Norm	0	0	0	0	0	0
788	Tunisia	TS	0	1950	9	0	Age specific mortality pattern	Life_Tables	PMD	MLT	CD_West	"c(1,0.75)"	3	0	0	Global Norm	0	0	0	0	0	0
792	Turkey	DG	0	1950	9	0	Age specific mortality pattern	Life_Tables	PMD	MLT	CD_West	"c(1,0.5)"	3	0	0	Global Norm	0	0	0	300	0	0
795	Turkmenistan	KA	0	1950	9	0	Age specific mortality pattern	CD_West	PMD	MLT	CD_West	"c(1,0.5)"	3	0	0	Global Norm	0	0	0	0	0	0
796	Turks and Caicos Islands	PG	1	1950	0	0	Age specific mortality pattern	CD_West	MLT		CD_West		0	0	0	Global Norm	0	0	0	0	0	0
798	Tuvalu	PG	1	1950	0	0	Age specific mortality pattern	UN_Far_Eastern	MLT		UN_Far_Eastern		3	0	0	Global Norm	0	0	0	0	0	0
800	Uganda	DG	0	1950	9	1	Age specific mortality pattern	HIVmortmod	PMD	MLT	CD_North	"c(1,0.5)"	0	0	0	Global Norm	0	0	0	0	0	0
804	Ukraine	KA	0	1950	9	0	Age specific mortality pattern	Life_Tables	PMD	MLT	CD_West	"c(1,0.9)"	3	0	0	Global Norm	0	0	0	0	0	0
784	United Arab Emirates	SH	0	1950	0	0	Age specific mortality pattern	Life_Tables	PMD	MLT	CD_West	"c(1,0.75)"	3	0	0	Global Norm	0	0	0	0	0	0
826	United Kingdom of Great Britain and Northern Ireland	SH	0	1950	9	0	Age specific mortality pattern	Life_Tables	LC				0	1	1	Global Norm	1	0	0	0	0	0
834	United Republic of Tanzania	DG	0	1950	9	1	Age specific mortality pattern	HIVmortmod	PMD	MLT	CD_North	"c(1,0.5)"	0	0	0	Global Norm	0	0	0	0	0	0
840	United States of America	SH	0	1950	9	0	Age specific mortality pattern	CD_West	LC				0	1	1	Global Norm	0	0	0	0	0	0
850	United States Virgin Islands	SH	0	1950	9	0	Age specific mortality pattern	CD_West	MLT		CD_West		0	0	0	Global Norm	0	0	0	0	0	0
858	Uruguay	LB	0	1950	9	0	Age specific mortality pattern	Life_Tables	PMD	MLT	CD_West	"c(1,0.5)"	3	0	0	Global Norm	0	0	0	0	0	0
860	Uzbekistan	KA	0	1950	9	0	Age specific mortality pattern	Life_Tables	PMD	MLT	CD_West	"c(1,0.5)"	3	0	0	Global Norm	0	0	0	0	0	0
548	Vanuatu	NL	0	1950	9	0	Age specific mortality pattern	Life_Tables	PMD	MLT	CD_West	"c(1,0.5)"	3	0	0	Global Norm	0	0	0	0	0	0
862	Venezuela (Bolivarian Republic of)	LB	0	1950	9	0	Age specific mortality pattern	Life_Tables	PMD	MLT	CD_West	"c(1,0.5)"	3	0	0	Global Norm	0	0	0	0	0	0
704	Viet Nam	PU	0	1950	0	0	Age specific mortality pattern	Life_Tables	PMD	MLT	CD_North	"c(1,0.5)"	3	0	0	Global Norm	0	0	0	0	0	0
876	Wallis and Futuna Islands	PG	1	1950	0	0	Age specific mortality pattern	UN_Far_Eastern	MLT		UN_Far_Eastern		0	0	0	Global Norm	0	0	0	540	0	1
732	Western Sahara	TS	0	1950	0	0	Age specific mortality pattern	CD_West	MLT		CD_West		3	0	0	Global Norm	0	0	0	0	0	0
887	Yemen	SH	0	1950	0	0	Age specific mortality pattern	CD_West	PMD	MLT	CD_West	"c(1,0.5)"	0	0	0	Global Norm	0	0	0	0	0	0
894	Zambia	PG	0	1950	0	1	Age specific mortality pattern	HIVmortmod	PMD	MLT	CD_North	"c(1,0.5)"	0	0	0	Global Norm	0	0	0	0	0	0
716	Zimbabwe	PG	0	1950	0	1	Age specific mortality pattern	HIVmortmod	PMD	MLT	CD_North	"c(1,0.5)"	0	0	0	Global Norm	0	0	0	0	0	0
