"index"	"country"	"country_code"	"age"	"1950-1955"	"1955-1960"	"1960-1965"	"1965-1970"	"1970-1975"	"1975-1980"	"1980-1985"	"1985-1990"	"1990-1995"	"1995-2000"	"2000-2005"	"2005-2010"	"2010-2015"	"2015-2020"	"2020-2025"	"2025-2030"	"2030-2035"	"2035-2040"	"2040-2045"	"2045-2050"	"2050-2055"	"2055-2060"	"2060-2065"	"2065-2070"	"2070-2075"	"2075-2080"	"2080-2085"	"2085-2090"	"2090-2095"	"2095-2100"
1	"Afghanistan"	4	"  0"	0.344188223	0.32211934	0.300127171	0.274951642	0.251196545	0.227832338	0.21230952	0.197782266	0.185912485	0.173697107	0.162739904	0.153396052	0.139050434	0.127375704	0.116099155	0.105374013	0.095494808	0.086360812	0.07805159	0.070651906	0.064154296	0.058538458	0.053610565	0.049427407	0.046012782	0.043091732	0.040638475	0.038553585	0.03670722	0.035256512
2	"Afghanistan"	4	"  1"	0.046485072	0.043439404	0.040382825	0.036821963	0.033426809	0.0300627	0.027819039	0.025666025	0.02392527	0.022108822	0.020224104	0.018517282	0.016146265	0.014616937	0.013142971	0.01176743	0.01031385	0.008994282	0.007809843	0.006741241	0.00583019	0.005076793	0.0045356	0.004073455	0.003707469	0.003388059	0.003133916	0.002924219	0.002728303	0.00258643
3	"Afghanistan"	4	"  5"	0.010669827	0.010021302	0.009361689	0.008611763	0.007887226	0.007160274	0.006664041	0.006212918	0.005828676	0.005435213	0.005047099	0.004690172	0.00420131	0.003823428	0.003411057	0.002950786	0.002634359	0.00230911	0.001992265	0.001729646	0.001504069	0.001301101	0.001151947	0.001009431	0.000908282	0.000810242	0.000734159	0.000671914	0.000610289	0.000566164
4	"Afghanistan"	4	" 10"	0.005018116	0.004784403	0.004540711	0.004247124	0.003955816	0.003656744	0.00344957	0.003251625	0.003085149	0.002909436	0.002735702	0.002577871	0.002364538	0.002111102	0.001868259	0.001639286	0.00142591	0.0012287	0.00105422	0.000900143	0.000766067	0.000651675	0.000555725	0.000472619	0.000406589	0.000349722	0.000304274	0.0002651	0.000232415	0.000207731
5	"Afghanistan"	4	" 15"	0.008990325	0.008505568	0.008013015	0.007437325	0.006879677	0.006317538	0.0059367	0.005574819	0.005274264	0.00496249	0.004677403	0.004430803	0.004055631	0.00360776	0.003178525	0.002775575	0.002404038	0.002063468	0.001763399	0.001502112	0.001274377	0.001081624	0.000918161	0.000778849	0.000665024	0.000568184	0.000488823	0.000421744	0.000365886	0.000321058
6	"Afghanistan"	4	" 20"	0.012340078	0.011674941	0.010999478	0.010208466	0.009443737	0.008673295	0.008152373	0.007656815	0.007245632	0.006817702	0.006442652	0.006128008	0.005612322	0.004974377	0.004368639	0.003801804	0.003283941	0.002809517	0.002392498	0.002033586	0.001718761	0.001454762	0.001227694	0.001034927	0.000878577	0.000747143	0.000638861	0.000548129	0.00047221	0.000411889
7	"Afghanistan"	4	" 25"	0.014464776	0.013666909	0.01285519	0.011905107	0.010988013	0.010065893	0.009442114	0.008848351	0.008358965	0.007847747	0.007404195	0.007034789	0.006417706	0.005671504	0.004965889	0.004308514	0.00371175	0.003166704	0.002690225	0.00228088	0.001925355	0.001630231	0.001383631	0.001174746	0.001004459	0.000861614	0.000745718	0.000650087	0.000567022	0.000504061
8	"Afghanistan"	4	" 30"	0.016418367	0.01550287	0.014570065	0.01347987	0.01242975	0.011373472	0.010657457	0.009977338	0.009417598	0.008832109	0.008331244	0.007913463	0.007209994	0.006385404	0.005603408	0.00487335	0.004209732	0.003604352	0.003073892	0.002616833	0.002222068	0.001893993	0.001625529	0.001396822	0.00120767	0.001047178	0.000919103	0.000812589	0.000720705	0.000650417
9	"Afghanistan"	4	" 35"	0.019567565	0.018487053	0.01738561	0.016101109	0.01486356	0.013619253	0.012776855	0.011978451	0.011319211	0.010631555	0.010033096	0.009529755	0.008710774	0.007774209	0.006882921	0.006043141	0.005275231	0.004568932	0.003946795	0.003406661	0.002936318	0.002542386	0.002209039	0.001924532	0.001688881	0.001487915	0.001325214	0.001187462	0.00106982	0.000978283
10	"Afghanistan"	4	" 40"	0.023372623	0.022117616	0.020842774	0.019355637	0.01792178	0.016484313	0.015512486	0.014591329	0.013830652	0.013038757	0.012335926	0.011739179	0.010822388	0.009800719	0.008815069	0.007871866	0.006998502	0.006179323	0.005449456	0.004806783	0.004234579	0.003749622	0.003321288	0.002952272	0.002633389	0.002361619	0.002133421	0.001937105	0.001766573	0.001629498
11	"Afghanistan"	4	" 45"	0.028106625	0.026671427	0.025216324	0.023520264	0.021887044	0.020250876	0.019144242	0.018097555	0.017233065	0.016334641	0.015535182	0.014854825	0.013853453	0.012781476	0.011724757	0.01069299	0.00971711	0.008780675	0.007930695	0.007169816	0.006472797	0.00587202	0.005319185	0.004832066	0.004391536	0.004009628	0.003677973	0.003382779	0.003124145	0.002907685
12	"Afghanistan"	4	" 50"	0.034813656	0.033158407	0.031480157	0.029527418	0.027651107	0.025769981	0.024502279	0.023301751	0.022311999	0.021282968	0.020362542	0.019576712	0.018466176	0.017333204	0.016195552	0.015062461	0.013968794	0.012893849	0.011902418	0.010997266	0.010144612	0.009398177	0.008677163	0.008031565	0.007427256	0.00689754	0.006418977	0.005979364	0.005590844	0.0052512
13	"Afghanistan"	4	" 55"	0.044591028	0.042647211	0.040680808	0.038394538	0.036199109	0.03400382	0.032526226	0.031127281	0.029975461	0.028776896	0.027702546	0.026785201	0.025520204	0.024291741	0.023039686	0.021769536	0.020528764	0.019276414	0.01810754	0.017025068	0.015970396	0.015040278	0.014097689	0.013250004	0.012433095	0.011713299	0.011038391	0.010404264	0.009838904	0.00932143
14	"Afghanistan"	4	" 60"	0.059956923	0.057534618	0.055089492	0.052252692	0.049534044	0.046823474	0.045000409	0.043278755	0.041859808	0.040388918	0.039078369	0.037964818	0.036438437	0.035029433	0.033575183	0.032081774	0.030610303	0.029092146	0.027662409	0.026327848	0.024987946	0.023804694	0.022561776	0.02143836	0.020332273	0.019353151	0.018409612	0.017504944	0.016692943	0.015924302
15	"Afghanistan"	4	" 65"	0.082576304	0.079452971	0.076317716	0.072696601	0.069232236	0.065795632	0.06349016	0.061315809	0.05953304	0.057683253	0.056054654	0.05467393	0.052790967	0.05111265	0.049358092	0.047548127	0.04574899	0.043841662	0.042037234	0.040332804	0.038577229	0.037013451	0.035325459	0.033782559	0.032231583	0.030848403	0.029484618	0.028153617	0.026948162	0.025780747
16	"Afghanistan"	4	" 70"	0.118663586	0.114477548	0.110302743	0.105486147	0.100896757	0.096376672	0.093354269	0.090503975	0.088178314	0.085763448	0.083664596	0.081890288	0.079479683	0.077064144	0.074558054	0.071975266	0.06941728	0.066690788	0.064110269	0.061665337	0.059117008	0.056840705	0.054370925	0.052092468	0.049785948	0.047708398	0.045640659	0.043603789	0.041746745	0.039918462
17	"Afghanistan"	4	" 75"	0.169601982	0.164249374	0.158914731	0.152728305	0.146889635	0.141158871	0.13734592	0.133749547	0.130815353	0.127780725	0.125175882	0.122992765	0.120028139	0.116469488	0.112828675	0.109019988	0.105277724	0.10130848	0.09752259	0.09393736	0.090176155	0.086805421	0.08315201	0.079746809	0.076306278	0.073159926	0.070017465	0.06689691	0.064034888	0.061177947
18	"Afghanistan"	4	" 80"	0.236031471	0.229534595	0.223064682	0.215519861	0.208478382	0.201600447	0.197055971	0.192773297	0.189283173	0.185695645	0.182669557	0.180166477	0.176776454	0.171780162	0.16673007	0.161363692	0.156127883	0.150585762	0.145256318	0.140208606	0.134865757	0.130061722	0.124850261	0.119937348	0.114976179	0.11036604	0.105741791	0.10110621	0.096825043	0.092492165
19	"Afghanistan"	4	" 85"	0.31798656	0.310580024	0.303213313	0.294573288	0.286618518	0.278903133	0.273855895	0.269111471	0.265256308	0.261330832	0.258102286	0.255485957	0.251965714	0.245370074	0.238771365	0.231642886	0.22473264	0.217405917	0.210301602	0.203569263	0.196356808	0.189853081	0.182774799	0.176017259	0.169186363	0.162729621	0.156219585	0.149619098	0.143472514	0.137163576
20	"Afghanistan"	4	" 90"	0.412732434	0.404877659	0.397081146	0.387885525	0.379561843	0.371571695	0.36641959	0.361601532	0.357708787	0.353802701	0.350709943	0.348286374	0.345069926	0.336984621	0.32896424	0.320149212	0.311660212	0.302601774	0.293749407	0.285357898	0.276221756	0.267971124	0.258936961	0.250191672	0.241328355	0.232796889	0.224144519	0.215250825	0.206886916	0.198176905
21	"Afghanistan"	4	" 95"	0.514542364	0.506855889	0.499252045	0.4902373	0.482252787	0.474703276	0.469936869	0.465520476	0.461988124	0.458524851	0.455944853	0.454040903	0.451586809	0.442481063	0.433511689	0.42347481	0.413884886	0.403520326	0.393326997	0.383672982	0.372933059	0.363248026	0.352542473	0.342022489	0.331317223	0.320812771	0.310094996	0.298895101	0.288241836	0.276983179
22	"Afghanistan"	4	"100+"	0.619018586	0.61226894	0.605635133	0.597745361	0.590967008	0.584710488	0.580890358	0.577410989	0.574679974	0.572108753	0.570400008	0.569298936	0.567989708	0.558906613	0.55002642	0.539913188	0.53037906	0.519854017	0.50948997	0.499735047	0.488564805	0.478591527	0.467430485	0.456305944	0.444953543	0.433605842	0.421999153	0.40964637	0.397772347	0.38507119
23	"Albania"	8	"  0"	0.168528591	0.143098381	0.111173896	0.085479453	0.063659084	0.054584522	0.048731639	0.041128553	0.038621579	0.031113378	0.022246185	0.019035933	0.016897808	0.015250719	0.014019071	0.012955718	0.011970888	0.011086656	0.010384104	0.009743473	0.009143209	0.008590302	0.008084618	0.007621977	0.007184035	0.006769724	0.006374945	0.006011794	0.005671112	0.005347811
24	"Albania"	8	"  1"	0.012105911	0.010027471	0.007443371	0.00537857	0.003711423	0.003049197	0.002633649	0.00210999	0.002284359	0.001560015	0.000876295	0.000672992	0.000577968	0.000465557	0.000417475	0.000389628	0.000343116	0.000301797	0.000274771	0.000255385	0.000242349	0.000226564	0.000206265	0.00018751	0.000170795	0.00015561	0.0001417	0.000129065	0.000116694	0.000105842
25	"Albania"	8	"  5"	0.003897863	0.002871739	0.001761353	0.001496217	0.001355566	0.001233151	0.001065594	0.000896614	0.000810086	0.000640638	0.000459588	0.000397212	0.000336527	0.000253973	0.000188662	0.000133436	0.000101443	7.12459E-05	6.96608E-05	7.02003E-05	6.80083E-05	6.58153E-05	7.06235E-05	7.83671E-05	8.50288E-05	9.0858E-05	9.65423E-05	9.97447E-05	0.000103023	0.000107255
26	"Albania"	8	" 10"	0.001279582	0.000968908	0.000641699	0.000651226	0.000683784	0.000653793	0.000571234	0.000505072	0.000610091	0.000496744	0.000359361	0.000309221	0.00027571	0.000245571	0.000223968	0.000205768	0.000188959	0.000173693	0.000162729	0.000153032	0.000143998	0.000135417	0.000127637	0.000120634	0.000114131	0.000107813	0.000101935	9.62618E-05	9.10142E-05	8.61436E-05
27	"Albania"	8	" 15"	0.00229918	0.001713218	0.001117173	0.001129595	0.001185993	0.001133994	0.00099136	0.00087661	0.000989973	0.000815582	0.000601825	0.00052195	0.000467902	0.000419154	0.000383442	0.000353018	0.000324852	0.000299217	0.00028028	0.000263442	0.000247725	0.000232768	0.000219215	0.000207049	0.00019573	0.000184717	0.000174452	0.000164553	0.000155504	0.000147093
28	"Albania"	8	" 20"	0.00317607	0.002403788	0.001623267	0.001665326	0.001766971	0.001707916	0.00152278	0.001349985	0.001605263	0.001307821	0.000950773	0.000819314	0.000731075	0.000652039	0.00059428	0.000545266	0.000500127	0.000459254	0.000428925	0.000402034	0.000377036	0.000353339	0.0003319	0.000312647	0.00029478	0.000277472	0.000261382	0.00024593	0.000231813	0.000218735
29	"Albania"	8	" 25"	0.003659858	0.002773802	0.001885673	0.001942962	0.00207811	0.002024944	0.001829223	0.001618676	0.002017149	0.00161443	0.001144299	0.000975404	0.000863502	0.000763883	0.000692187	0.000631923	0.000576692	0.00052691	0.000490534	0.000458454	0.000428741	0.000400679	0.000375379	0.00035273	0.000331764	0.00031154	0.000292788	0.000274843	0.000258438	0.00024329
30	"Albania"	8	" 30"	0.004049188	0.003033703	0.002014026	0.002056763	0.002189456	0.002123322	0.001900558	0.001677413	0.002121381	0.001697501	0.001201757	0.001023768	0.000905858	0.000800736	0.000725421	0.00066221	0.00060421	0.000551875	0.000513994	0.000480606	0.000449655	0.000420396	0.000394039	0.000370499	0.000348697	0.000327644	0.000308111	0.000289403	0.000272301	0.000256498
31	"Albania"	8	" 35"	0.004714056	0.003496622	0.002260576	0.002279707	0.002394171	0.002289934	0.001999153	0.001766274	0.002173443	0.00177847	0.001298243	0.001120247	0.001000313	0.000892406	0.00081391	0.000747314	0.000685776	0.000629865	0.00058907	0.0005529	0.000519188	0.000487149	0.000458208	0.000432365	0.000408339	0.000384997	0.000363259	0.000342333	0.00032323	0.000305493
32	"Albania"	8	" 40"	0.005751517	0.004306283	0.00281681	0.002849114	0.002987754	0.002853311	0.002475835	0.002218734	0.002562884	0.002186723	0.001689356	0.001490656	0.001351693	0.001225269	0.001128801	0.001044802	0.000966516	0.000894807	0.000840492	0.000791804	0.000746123	0.000702429	0.000662874	0.000627636	0.000594729	0.000562535	0.000532418	0.000503283	0.000476858	0.000452195
33	"Albania"	8	" 45"	0.007489652	0.005776006	0.00398931	0.004120436	0.004377936	0.00423765	0.003756015	0.003445914	0.003783821	0.00335784	0.002735041	0.002460791	0.002260738	0.002078027	0.00192863	0.001794589	0.001669304	0.001554233	0.001461899	0.001378342	0.001299771	0.001224453	0.001156273	0.00109567	0.001038986	0.000983408	0.000931331	0.000880926	0.000835578	0.000793183
34	"Albania"	8	" 50"	0.010372274	0.008300116	0.006127213	0.00648176	0.006994447	0.006876187	0.006260564	0.005872215	0.006325986	0.005769486	0.004888973	0.004463418	0.004142354	0.003849897	0.003592609	0.003355732	0.003134779	0.002932224	0.002758023	0.002599267	0.0024502	0.002307497	0.002178082	0.002062445	0.001954375	0.001848568	0.001749507	0.001653798	0.00156803	0.001487927
35	"Albania"	8	" 55"	0.015006799	0.012423129	0.009709666	0.010465201	0.011437564	0.011384817	0.01059258	0.010101536	0.01077521	0.010015036	0.008733057	0.008056992	0.007533159	0.007058054	0.006611057	0.006191079	0.005800635	0.005443825	0.005116237	0.004816202	0.004535174	0.004266784	0.004022742	0.003802989	0.003597893	0.003397617	0.00321035	0.003029917	0.002868773	0.002718525
36	"Albania"	8	" 60"	0.022620745	0.019272885	0.015778179	0.017257998	0.019063454	0.019170912	0.018152365	0.017510111	0.018555392	0.017422923	0.015444397	0.014336105	0.013464706	0.012679008	0.011903439	0.011166269	0.010484195	0.00986365	0.009266983	0.008719762	0.008209098	0.007723142	0.007279981	0.006877205	0.006502354	0.006137504	0.005797306	0.005470075	0.00517617	0.004902848
37	"Albania"	8	" 65"	0.03499774	0.030578509	0.026026155	0.028805501	0.03209591	0.032546309	0.031252146	0.03040516	0.032287964	0.030536673	0.027422325	0.02560585	0.024164095	0.022875648	0.021555071	0.020289155	0.019125273	0.018068651	0.017018996	0.016053935	0.015155141	0.014304194	0.013522864	0.012803765	0.012137993	0.011488353	0.010884956	0.010303971	0.009772909	0.009280498
38	"Albania"	8	" 70"	0.055428752	0.049352403	0.043161111	0.048131704	0.053926504	0.054980722	0.053278317	0.052186775	0.055255874	0.052615464	0.047822793	0.044900598	0.042566185	0.040496991	0.038293743	0.036169288	0.034233458	0.032482675	0.030681483	0.029029656	0.027499342	0.02605966	0.024725971	0.023478687	0.022332418	0.021214817	0.02018248	0.019186327	0.018252062	0.017389147
39	"Albania"	8	" 75"	0.086829137	0.078664679	0.070475889	0.079096914	0.089024931	0.091181457	0.089056952	0.087822363	0.093032796	0.089239294	0.08215206	0.077558488	0.073871674	0.070620039	0.06698871	0.063469926	0.060291717	0.05744502	0.054354626	0.051541817	0.048962252	0.046549556	0.044294675	0.042137044	0.040167944	0.03826811	0.036526262	0.03484173	0.033210748	0.031711304
40	"Albania"	8	" 80"	0.131937032	0.121531768	0.111416648	0.12577861	0.142150612	0.146221751	0.143900565	0.142861968	0.151736089	0.146672051	0.136885593	0.130081498	0.12458678	0.119763982	0.114088081	0.108549867	0.103585514	0.099180033	0.09411431	0.089529225	0.085361199	0.081481584	0.077817312	0.074222134	0.070961312	0.067844825	0.065009136	0.062257074	0.05949802	0.056971148
41	"Albania"	8	" 85"	0.192457196	0.179933794	0.168379943	0.191048094	0.216696039	0.223756992	0.221711102	0.221517393	0.236558072	0.230442065	0.218145586	0.208881372	0.201343825	0.194760585	0.186554888	0.178474881	0.171276457	0.164944361	0.157201363	0.15021454	0.143907524	0.138057383	0.132461917	0.126818417	0.121726412	0.11689694	0.11253696	0.108282117	0.103849834	0.099800764
42	"Albania"	8	" 90"	0.26694429	0.252601795	0.240313391	0.273809554	0.311563744	0.322747353	0.321582364	0.323115834	0.348039888	0.34153595	0.327831927	0.316510526	0.307223555	0.299159422	0.288460632	0.277809594	0.268368485	0.260136314	0.249390216	0.239699636	0.230997787	0.222944629	0.215129105	0.207005693	0.199710749	0.192827446	0.186668101	0.180607509	0.174023645	0.168014919
43	"Albania"	8	" 95"	0.34980868	0.333836309	0.321228448	0.36722497	0.419078552	0.435199021	0.435358966	0.439434301	0.47882281	0.472904911	0.459687077	0.447521988	0.437459317	0.428787927	0.41647416	0.40406287	0.393111935	0.383654371	0.37042422	0.358477947	0.347794085	0.337922895	0.328188016	0.317738453	0.308408495	0.299622597	0.291852789	0.284116459	0.27532206	0.267293761
44	"Albania"	8	"100+"	0.439546952	0.422285527	0.409473006	0.466650254	0.531524649	0.552292313	0.553750424	0.560617023	0.617697464	0.613380239	0.602944715	0.591986658	0.582866658	0.575105964	0.563229489	0.551121793	0.540516607	0.531483744	0.517883354	0.505603948	0.49469281	0.484656861	0.474609158	0.463466311	0.453649624	0.444405678	0.436413722	0.428327932	0.418680745	0.409895375
45	"Algeria"	12	"  0"	0.219031792	0.205122188	0.183646786	0.169030366	0.147278716	0.116566263	0.075299551	0.053250841	0.04447186	0.038324149	0.030588562	0.026155073	0.022547501	0.019416433	0.017155401	0.015283597	0.013585512	0.012367486	0.011408134	0.010560427	0.009779102	0.009158462	0.00861062	0.008098828	0.007626033	0.007185048	0.006785926	0.006410363	0.006057301	0.00572771
46	"Algeria"	12	"  1"	0.028741048	0.026770368	0.023726397	0.021645023	0.018540848	0.014167765	0.010436791	0.005783329	0.004337775	0.003463336	0.002481821	0.001959709	0.001586494	0.001269971	0.001070939	0.000916917	0.000783041	0.000718581	0.000654463	0.000596382	0.000539968	0.000501185	0.000468557	0.000438763	0.000412807	0.000387899	0.00036051	0.000332398	0.000307089	0.000287095
47	"Algeria"	12	"  5"	0.000855017	0.007246688	0.006315752	0.005383732	0.004548117	0.003695468	0.002403052	0.001528082	0.001216904	0.001011523	0.000770771	0.000637572	0.000535949	0.000448349	0.000389781	0.000343065	0.000298738	0.000230897	0.000190859	0.000151172	0.000114106	0.000101318	9.49219E-05	8.93776E-05	8.24966E-05	7.58352E-05	7.8541E-05	8.25617E-05	8.49309E-05	8.13266E-05
48	"Algeria"	12	" 10"	0.003410325	0.002484341	0.002264803	0.001919086	0.001714953	0.001606819	0.001786539	0.001235281	0.001025413	0.00088148	0.000697083	0.000592194	0.000507401	0.000434297	0.000381986	0.000338991	0.000300224	0.000270967	0.000247765	0.000226832	0.000207329	0.000192918	0.00018051	0.000169017	0.000158366	0.000148315	0.000139521	0.000131219	0.000123533	0.000115954
49	"Algeria"	12	" 15"	0.005443736	0.004194806	0.003760964	0.003063562	0.002617305	0.002303702	0.002304494	0.001653221	0.001399297	0.001222432	0.000988436	0.000852703	0.000740814	0.000643353	0.000571652	0.000511824	0.000457461	0.000415631	0.000381904	0.000351295	0.000322611	0.000300962	0.000282123	0.000264592	0.00024827	0.000232835	0.000219351	0.00020657	0.00019469	0.000182922
50	"Algeria"	12	" 20"	0.007191456	0.005324376	0.004757367	0.003814961	0.003194715	0.002726995	0.002675132	0.001966723	0.001677799	0.001471699	0.001198604	0.001038571	0.000906029	0.000789643	0.000704184	0.000632643	0.000567259	0.000517002	0.000476487	0.000439553	0.000404791	0.0003786	0.000355772	0.000334456	0.000314544	0.00029565	0.000279093	0.00026335	0.000248681	0.000234097
51	"Algeria"	12	" 25"	0.008277537	0.006070908	0.005418023	0.004322214	0.003598364	0.003048069	0.002889997	0.00207872	0.001762709	0.001542214	0.001244777	0.001071005	0.000928818	0.000803829	0.000713926	0.000639186	0.000570819	0.000519041	0.000477793	0.000440165	0.000404725	0.000378529	0.000355848	0.000334656	0.000314851	0.000296062	0.000279625	0.00026399	0.000249416	0.000234915
52	"Algeria"	12	" 30"	0.009622069	0.007161915	0.00644566	0.005209034	0.00441132	0.003839842	0.00372525	0.002611844	0.002198035	0.001916594	0.001532587	0.001310347	0.001129671	0.000972007	0.000858971	0.000765446	0.000680356	0.000616131	0.000565138	0.000518813	0.000475355	0.000443364	0.000415765	0.000390061	0.000366114	0.000343477	0.000323757	0.000305052	0.000287654	0.000270406
53	"Algeria"	12	" 35"	0.011660076	0.008663978	0.007796009	0.006345176	0.005416395	0.004763587	0.004820857	0.003441176	0.002914501	0.002551297	0.002057837	0.001771282	0.001535167	0.00132952	0.001178673	0.001052943	0.000938719	0.000851237	0.000780969	0.000717207	0.000657458	0.000612827	0.00057414	0.000538142	0.000504634	0.000473006	0.000445521	0.00041947	0.000395255	0.000371272
54	"Algeria"	12	" 40"	0.01357575	0.010049845	0.008969529	0.007275475	0.006165855	0.00534316	0.005259261	0.00402141	0.003518582	0.003160573	0.002644865	0.002335686	0.002068687	0.001833981	0.001650501	0.001493427	0.001349734	0.001235305	0.001140466	0.001053932	0.000972414	0.000909482	0.000854123	0.000802387	0.000754019	0.000708297	0.000668696	0.000631014	0.000595878	0.000560915
55	"Algeria"	12	" 45"	0.016251306	0.012231348	0.010949822	0.0089767	0.007690386	0.006751679	0.006447237	0.005322787	0.004835977	0.004477577	0.003906639	0.003549697	0.003220512	0.002929211	0.002677985	0.002455538	0.002251146	0.00207891	0.001930128	0.001793931	0.001665231	0.00156099	0.001467635	0.001380157	0.001298175	0.001220624	0.001153626	0.001089732	0.00103004	0.00097049
56	"Algeria"	12	" 50"	0.020946548	0.016116789	0.014615129	0.012254674	0.010784019	0.009832527	0.00971976	0.008394054	0.007795065	0.007344798	0.006594312	0.006113316	0.0056464	0.005234376	0.004841527	0.004484561	0.004157288	0.003864702	0.003602165	0.003362246	0.003135903	0.002941708	0.002764752	0.002599153	0.002444146	0.002297324	0.002169754	0.002048218	0.001934766	0.001821725
57	"Algeria"	12	" 55"	0.027966376	0.021935728	0.020132127	0.017178216	0.01542796	0.014463066	0.014773638	0.01321394	0.012470661	0.011900671	0.010927813	0.010289536	0.009641018	0.009070147	0.008469501	0.007911465	0.00740088	0.006918216	0.006470838	0.006062661	0.005678158	0.005329654	0.005007206	0.00470581	0.004424008	0.00415641	0.003921827	0.003698547	0.003490227	0.003282919
58	"Algeria"	12	" 60"	0.038815855	0.030963292	0.028723553	0.024838721	0.022654295	0.021681012	0.022466679	0.020584323	0.019650022	0.018922899	0.017652952	0.016802204	0.015904879	0.015116745	0.014216436	0.013366553	0.012590606	0.01182405	0.011096874	0.01043468	0.009811997	0.009223845	0.00867409	0.008161009	0.007681974	0.007225599	0.006821019	0.006436391	0.006078034	0.005721725
59	"Algeria"	12	" 65"	0.055826074	0.045452035	0.042672181	0.037450301	0.034737045	0.033990004	0.035849733	0.033267024	0.031979119	0.030969812	0.029200843	0.028004394	0.026709613	0.025580131	0.024204575	0.02289431	0.021698532	0.020479411	0.019313259	0.018272335	0.017251596	0.01627681	0.015360392	0.014506611	0.013710844	0.012949705	0.012264233	0.011614205	0.011007744	0.01040683
60	"Algeria"	12	" 70"	0.084766667	0.070161076	0.066708312	0.059430566	0.056016215	0.055906733	0.059883703	0.055982117	0.054064824	0.052563372	0.049946612	0.04815992	0.046196495	0.044490227	0.04229437	0.040192431	0.038277843	0.036266745	0.03433533	0.032635251	0.030933286	0.029274561	0.027712644	0.026264616	0.02492395	0.023633904	0.022450404	0.021334103	0.020295482	0.019272367
61	"Algeria"	12	" 75"	0.128974644	0.107863737	0.10389213	0.093963767	0.089971416	0.091507827	0.099993412	0.094291199	0.09151365	0.089359044	0.085616292	0.083017149	0.08011455	0.077593108	0.074113556	0.070762897	0.067739948	0.064417774	0.061164303	0.058256286	0.055518008	0.052653357	0.049944934	0.047453433	0.045170436	0.042953546	0.040869338	0.038915489	0.037118959	0.035355433
62	"Algeria"	12	" 80"	0.190771626	0.16085355	0.156833762	0.143881117	0.139824009	0.144739021	0.161561566	0.153773716	0.150029227	0.147161611	0.142209967	0.138702211	0.134709699	0.13124763	0.126058817	0.121025291	0.116530616	0.11133427	0.106132027	0.101400287	0.097224044	0.092502834	0.088012155	0.083906512	0.080179755	0.076521336	0.072988957	0.069693209	0.066697476	0.063763582
63	"Algeria"	12	" 85"	0.272036888	0.230515714	0.22719605	0.21105785	0.207788058	0.21841335	0.249290223	0.239572674	0.234994374	0.231551054	0.22566812	0.221401281	0.216433996	0.212145545	0.205052334	0.198111896	0.191985465	0.184490469	0.176799485	0.169663915	0.163783009	0.156546006	0.149603904	0.143282591	0.137590798	0.131930148	0.126302366	0.12106624	0.116359156	0.111750829
64	"Algeria"	12	" 90"	0.371209859	0.314847346	0.313038664	0.293684517	0.292122211	0.310802158	0.362893024	0.35203333	0.347083624	0.343458196	0.337378233	0.33283914	0.327408109	0.322761397	0.314096459	0.3055389	0.298088619	0.288384383	0.278154355	0.268452638	0.261022335	0.250992579	0.24126718	0.232428787	0.224524667	0.216544459	0.208354407	0.20073943	0.193970051	0.187326932
65	"Algeria"	12	" 95"	0.482204025	0.407659744	0.407862364	0.38518325	0.385831772	0.413953356	0.494182645	0.483480738	0.478867784	0.475623234	0.470358498	0.466272234	0.461205475	0.456943447	0.447690719	0.43846499	0.430572308	0.419547573	0.407584197	0.395966892	0.387757222	0.375494734	0.363453342	0.352514974	0.342793133	0.332813261	0.322217804	0.312356309	0.303703557	0.295162275
66	"Algeria"	12	"100+"	0.599135849	0.505292217	0.507390544	0.48164422	0.484194353	0.520658482	0.631305901	0.622305195	0.618801705	0.616501773	0.613006028	0.61011896	0.60634528	0.60327622	0.595058962	0.586800657	0.579912057	0.569494374	0.557851118	0.546274228	0.538840599	0.526398478	0.514035707	0.502830432	0.492962176	0.482670946	0.471363178	0.460848009	0.451826024	0.442838954
67	"American Samoa"	16	"  0"	0.061322212	0.057222435	0.053153641	0.04920905	0.045259653	0.041310807	0.037488749	0.033971153	0.031747023	0.030747334	0.028374644	0.024985879	0.022177629	0.019633668	0.017539927	0.015784178	0.014039578	0.012479973	0.011460199	0.010519654	0.00966408	0.008906329	0.008394271	0.007917171	0.007471903	0.007048261	0.006675559	0.006332447	0.006011794	0.005708506
68	"American Samoa"	16	"  1"	0.004733794	0.004176645	0.003630029	0.003107346	0.002701961	0.002350234	0.002016963	0.001732563	0.001560732	0.00148388	0.001304078	0.001067184	0.000894205	0.000740675	0.000623501	0.000542694	0.000464235	0.000395531	0.000359407	0.000326171	0.000296567	0.000271084	0.000256304	0.000242558	0.000229842	0.00021815	0.000207235	0.000196839	0.000187461	0.000178093
69	"American Samoa"	16	"  5"	0.001557534	0.001428987	0.001300931	0.001171229	0.001060905	0.000955385	0.000847382	0.000756131	0.000699744	0.000673923	0.00061061	0.000524277	0.000458845	0.000396868	0.000346727	0.000310649	0.000273266	0.00023913	0.00021994	0.000201874	0.000185069	0.000170034	0.000160658	0.000151823	0.000143539	0.000135368	0.000128318	0.000121665	0.000115483	0.000109653
