CD East	0.072388355	0.102981601	0.088025133	0.071930935	0.065741663	0.065262578	0.065212554	0.063993646	0.06093398	0.054456416	0.04555473	0.038434242	0.034523125	0.031692049	0.02920129	0.025414684	0.022491279	0.018468034	0.014511325	0.010952525	0.00775427	0.004796984	0.002739315	0.00143077	0.000684127	0.000294375	0.00010648	4.76393E-05
CD North	0.063027795	0.088968116	0.08063479	0.070160164	0.05711085	0.054376974	0.054716209	0.055108451	0.055010001	0.050871699	0.047129554	0.040549498	0.040087764	0.036480455	0.033571691	0.032169578	0.02961486	0.026672712	0.022966239	0.018973306	0.014707419	0.010492448	0.006977755	0.004348495	0.002571507	0.001461374	0.000806065	0.000434231
CD South	0.044727125	0.084540815	0.084537327	0.071577492	0.071645218	0.071444337	0.068745934	0.062929992	0.059705985	0.052574976	0.045729015	0.040344223	0.037416577	0.036860317	0.034497997	0.031176789	0.027067924	0.022553809	0.017638342	0.0132355	0.009318461	0.005587471	0.003120656	0.001620098	0.000794979	0.000372233	0.000166326	7.00823E-05
CD West	0.068797144	0.097121679	0.077504277	0.074815073	0.067762936	0.066743278	0.067362355	0.066771125	0.063167142	0.056905751	0.047897256	0.042661826	0.036406606	0.033555148	0.02850272	0.024764546	0.021645077	0.017645983	0.013793166	0.010345989	0.007269758	0.004455759	0.002467311	0.001192397	0.000471335	0.000111234	2.86646E-05	1.43323E-05
UN Chilean	0.050418555	0.084202954	0.082325718	0.077804302	0.077080376	0.076777438	0.073402078	0.071067776	0.064574981	0.056647206	0.049181288	0.042624855	0.036908469	0.032061008	0.027948265	0.024739106	0.021882053	0.016965251	0.013353826	0.009859286	0.006767112	0.003999459	0.001884471	0.000847448	0.000207332	0.000103666	5.1833E-05	2.59165E-05
UN Far Eastern	0.052118195	0.085115825	0.083010767	0.078466286	0.077603797	0.077284991	0.073901215	0.07159756	0.065000777	0.056924373	0.04926829	0.042428798	0.036597544	0.03149951	0.027317506	0.023974383	0.021074626	0.016152538	0.012560287	0.009150387	0.006191484	0.003583527	0.001637587	0.00071009	0.000150231	7.51157E-05	3.75578E-05	1.87789E-05
UN General	0.051242554	0.083784792	0.082188682	0.07794717	0.077263739	0.077025644	0.073704715	0.071417984	0.064913667	0.056970083	0.049443303	0.042796675	0.037050398	0.032144206	0.028015014	0.024648674	0.02162653	0.016579855	0.012839935	0.009315381	0.006277266	0.003554639	0.001567385	0.000661694	0.000133142	6.65709E-05	3.32855E-05	1.66427E-05
UN Latin American	0.05080778	0.082704954	0.081618561	0.077535843	0.076951862	0.076652845	0.073335299	0.071079763	0.064612803	0.056776156	0.049349805	0.042844509	0.037181953	0.032409123	0.028356528	0.025122833	0.022234578	0.017062995	0.013356518	0.00977703	0.00665389	0.003850027	0.001768534	0.000780439	0.000187042	9.3521E-05	4.67605E-05	2.33802E-05
UN South Asian	0.050477099	0.082262488	0.081734904	0.077707721	0.077258197	0.077209322	0.073933445	0.07171031	0.065185949	0.057197273	0.049656838	0.042935479	0.03715087	0.032148332	0.028055811	0.024676644	0.021711353	0.016849366	0.013163408	0.009661546	0.006591135	0.003806165	0.001711405	0.000733802	0.000164778	8.23892E-05	4.11946E-05	2.05973E-05
